Gold Label,words,m_label,covid,economic,education,environmental,foreign policy,governance,health,immigration,military,safety,social cultural,social programs
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,education,health,safety,social programs","healthcare,labor,education","economic,education,health,social programs",0,correct label,correct label,0,0,0,correct label,0,0,0,0,correct label
no topic,education,education,0,0,education,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"economic,caresact,workers,businesses","covid,economic",caresact,"workers,economic,businesses",0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,social cultural",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,climate,environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"capitalism,economic",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
social programs,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","health,health care,my plan","governance,health,social programs",0,0,0,0,0,my plan,correct label,0,0,0,0,correct label
no topic,primary,governance,0,0,0,0,0,primary,0,0,0,0,0,0
"safety,social cultural","who,color","covid,social cultural",who,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,"debate stage,debate",governance,0,0,0,0,0,"debate stage,debate",0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,grassroots movement,governance,0,0,0,0,0,grassroots movement,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,campaign,governance,0,0,0,0,0,campaign,0,0,0,0,0,0
"health,social programs","medicare,social security",social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
environmental,"climate change,planet,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,impeachment,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,corruption,governance,0,0,0,0,0,corruption,0,0,0,0,0,0
"health,social programs","medicare,medicare for all,who","covid,social programs",who,0,0,0,0,0,0,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
social programs,social security,social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
economic,"economic,candidate","economic,governance",0,economic,0,0,0,candidate,0,0,0,0,0,0
social programs,"federal workers,workers,congress","economic,governance",0,"workers,federal workers",0,0,0,congress,0,0,0,0,0,0
"economic,environmental","combat climate,emissions,climate,climate change,income","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,transparency,governance,0,0,0,0,0,transparency,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
"foreign policy,military,governance","impeach the president,military,impeach,hearings","governance,military",0,0,0,0,0,correct label,0,0,correct label,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
governance,"who,corruption,tax,candidate","covid,economic,governance",who,tax,0,0,0,"candidate,corruption",0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"corruption,criminal","governance,safety",0,0,0,0,0,corruption,0,0,0,criminal,0,0
social programs,social security,social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,impeachment,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,economic","who,workers,health care,health care workers,health","covid,economic,health,social programs","who,health care workers",correct label,0,0,0,0,correct label,0,0,0,0,health care
"education,safety","gun,school,epidemic,gun violence,high school","covid,education,safety",epidemic,0,correct label,0,0,0,0,0,0,correct label,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"who,campaign","covid,governance",who,0,0,0,0,campaign,0,0,0,0,0,0
no topic,campaign,governance,0,0,0,0,0,campaign,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"who,workers","covid,economic",who,workers,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,impeachment,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,social programs","student,loans,cancel student loan debt,debt,college,public college","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
governance,"corruption,china","covid,foreign policy,governance",china,0,0,0,china,corruption,0,0,0,0,0,0
governance,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,senator,governance,0,0,0,0,0,senator,0,0,0,0,0,0
"health,social programs","health,health care","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
foreign policy,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","drug prices,insulin,medicare,prescription drug,medicare for all,prescription","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
"immigration,military,safety","border,2nd amendment,military,vets,congress","governance,immigration,military,safety",0,0,0,0,0,congress,0,correct label,correct label,correct label,0,0
"military,safety,immigration","who,military,border,vets","covid,immigration,military",who,0,0,0,0,0,0,correct label,correct label,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,climate,environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,"who,impeachment","covid,governance",who,0,0,0,0,impeachment,0,0,0,0,0,0
"education,health,safety,social cultural,social programs","tuition,loans,universities,college,healthcare,free tuition,public colleges,colleges","education,health,social programs",0,0,correct label,0,0,0,correct label,0,0,0,0,correct label
"health,military",commander-in-chief,foreign policy,0,0,0,0,commander-in-chief,0,0,0,0,0,0,0
social cultural,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,economic","teachers,education",education,0,0,correct label,0,0,0,0,0,0,0,0,0
social cultural,debate,governance,0,0,0,0,0,debate,0,0,0,0,0,0
"education,social programs","testing,right vote","covid,governance",testing,0,0,0,0,right vote,0,0,0,0,0,0
military,"military families,military,veterans",military,0,0,0,0,0,0,0,0,correct label,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,college,"education,social programs",0,0,college,0,0,0,0,0,0,0,0,college
"governance,safety,immigration","daca,criminals,supreme court","governance,immigration,safety",0,0,0,0,0,correct label,0,correct label,0,correct label,0,0
economic,workers,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,impeachment,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
social programs,social security,social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
no topic,african american,social cultural,0,0,0,0,0,0,0,0,0,0,african american,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
economic,labor,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
"education,social programs","debt,student,student debt","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
no topic,impeachment,governance,0,0,0,0,0,impeachment,0,0,0,0,0,0
governance,"impeachment,congress",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"immigration,economic",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,campaign,governance,0,0,0,0,0,campaign,0,0,0,0,0,0
no topic,"middle class,candidate","economic,governance",0,middle class,0,0,0,candidate,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
health,"who,health,health care,mental health","covid,health,social programs",who,0,0,0,0,0,"health care,mental health,health",0,0,0,0,"health care,mental health"
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,safety",science,environmental,0,0,0,science,0,0,0,0,0,0,0,0
"education,social programs","who,tuition,student,tuition-free,debt,universities,colleges","covid,education,social programs",who,0,correct label,0,0,0,0,0,0,0,0,correct label
immigration,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"corporations,workers",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"health,social programs,economic","copays,care costs,costs,deductibles,health care,health","economic,health,social programs",0,correct label,0,0,0,0,correct label,0,0,0,0,correct label
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
economic,"consumer,economy",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"education,economic","school,teachers",education,0,0,correct label,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"foreign policy,social cultural","human rights,congress","foreign policy,governance",0,0,0,0,correct label,congress,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,social cultural","senator,civil rights act,african american,discrimination","governance,social cultural",0,0,0,0,0,correct label,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,school,education,0,0,school,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,military,environmental","climate change,military,climate,who","covid,environmental,military",who,0,0,correct label,0,0,0,0,correct label,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,"who,potus","covid,governance",who,0,0,0,0,potus,0,0,0,0,0,0
no topic,campaign,governance,0,0,0,0,0,campaign,0,0,0,0,0,0
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"environmental,health,safety,social cultural,social programs,immigration","border,discriminating,climate,climate change,healthcare,lgbt,muslim,nra,cages","environmental,health,immigration,safety,social cultural,social programs",0,0,0,correct label,0,0,correct label,correct label,0,correct label,correct label,correct label
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"immigration,military,safety","military,border,vets,second amendment","immigration,military,safety",0,0,0,0,0,0,0,correct label,correct label,correct label,0,0
"health,social programs","who,health","covid,health",who,0,0,0,0,0,correct label,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,immigrants,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
"safety,immigration","gun,justice reform,immigration,immigrants,gun violence,criminal,criminal justice","immigration,safety",0,0,0,0,0,0,0,correct label,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs,economic","costs,medicare,medicare for all,health care,health","economic,health,social programs",0,correct label,0,0,0,0,correct label,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,"debate stage,campaign,debate",governance,0,0,0,0,0,"campaign,debate stage,debate",0,0,0,0,0,0
"education,economic","jobs,economy,education","economic,education",0,correct label,correct label,0,0,0,0,0,0,0,0,0
social cultural,racist,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
governance,"due process,impeachment",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
"health,social cultural","pro-choice,color,reproductive justice,debate,debate stage","governance,health,social cultural",0,0,0,0,0,"debate stage,debate",correct label,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,campaign,governance,0,0,0,0,0,campaign,0,0,0,0,0,0
safety,"gun,gun violence,gun lobby",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"covid,health","masks,covid-19",covid,correct label,0,0,0,0,0,0,0,0,0,0,0
"covid,health","health,campaign,coronavirus","covid,governance,health",correct label,0,0,0,0,campaign,correct label,0,0,0,0,0
economic,"jobs,workers",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,campaign,governance,0,0,0,0,0,campaign,0,0,0,0,0,0
"health,social cultural,environmental","who,disabled","covid,social cultural",who,0,0,0,0,0,0,0,0,0,correct label,0
"health,social programs","health,health care,universal health care,universal health","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"who,impeach,economy","covid,economic,governance",who,economy,0,0,0,impeach,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,corrupt,governance,0,0,0,0,0,corrupt,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"environmental,health,social programs,economic","who,wages,planet,health care,health","covid,economic,environmental,health,social programs",who,correct label,0,correct label,0,0,correct label,0,0,0,0,correct label
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,"immigrants,visa",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
economic,"who,labor,workers","covid,economic",who,"workers,labor",0,0,0,0,0,0,0,0,0,0
"covid,health,economic","health,coronavirus,economy","covid,economic,health",correct label,correct label,0,0,0,0,correct label,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,right to vote,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,"muslim communities,muslims,muslim",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,gun,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,"who,energy,campaign","covid,environmental,governance",who,0,0,energy,0,campaign,0,0,0,0,0,0
economic,unemployment,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"covid,health",when i m president,governance,0,0,0,0,0,when i m president,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
health,lobbyists,governance,0,0,0,0,0,lobbyists,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
no topic,campaign,governance,0,0,0,0,0,campaign,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"covid,health,economic",covid19,covid,correct label,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"corrupt,tax","economic,governance",0,tax,0,0,0,corrupt,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social programs,my plan,governance,0,0,0,0,0,my plan,0,0,0,0,0,0
no topic,"who,above the law","covid,governance",who,0,0,0,0,above the law,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"wealth,banks,savings,shareholders,corporations",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"economic,foreign policy",trade deal,foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
economic,"wealth,wealth tax,tax",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
governance,impeachment,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
"social cultural,governance","judges,courts",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,safety","gun,nra,gun lobby,congress","governance,safety",0,0,0,0,0,correct label,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,"gun,gun violence",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
social cultural,"color,people of color",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
safety,gun,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","medicare,medicare for all,prescription","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
social cultural,transgender,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
foreign policy,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"covid,health,economic",caronavirus,covid,correct label,0,0,0,0,0,0,0,0,0,0,0
economic,"who,corporations,giant corporations,workers","covid,economic",who,"workers,corporations,giant corporations",0,0,0,0,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
foreign policy,"iran,military,congress","foreign policy,governance,military",0,0,0,0,iran,congress,0,0,military,0,0,0
"covid,health,social programs,economic","virus,pandemic,testing,workers","covid,economic",correct label,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
"health,social programs,economic","health care,health,economic","economic,health,social programs",0,correct label,0,0,0,0,correct label,0,0,0,0,correct label
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","medicare,medicare for all",social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
"health,social programs","health,workers","economic,health",0,workers,0,0,0,0,correct label,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,economic",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
"covid,health","testing,cdc",covid,correct label,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,congress,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,corporate interests,governance,0,0,0,0,0,corporate interests,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,carbon,environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,healthcare,"health,social programs",0,0,0,0,0,0,healthcare,0,0,0,0,healthcare
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,debate,governance,0,0,0,0,0,debate,0,0,0,0,0,0
"social cultural,economic","unemployment,african american,business","economic,social cultural",0,correct label,0,0,0,0,0,0,0,0,correct label,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,environmental","climate change,planet,polluters,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
military,"who,pow","covid,military",who,0,0,0,0,0,0,0,pow,0,0,0
"environmental,health,safety,social programs","campaign,climate,guns,healthcare,affordable healthcare","environmental,governance,health,safety,social programs",0,0,0,correct label,0,campaign,correct label,0,0,correct label,0,correct label
foreign policy,"impeachment,ukraine","foreign policy,governance",0,0,0,0,ukraine,impeachment,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"foreign policy,military","oil,syrian people,regime change,syrian,troops,economy,regime","economic,environmental,foreign policy,military",0,economy,0,oil,correct label,0,0,0,correct label,0,0,0
no topic,ukraine,foreign policy,0,0,0,0,ukraine,0,0,0,0,0,0,0
health,"aids,hiv",health,0,0,0,0,0,0,correct label,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"elections,foreign","foreign policy,governance",0,0,0,0,foreign,elections,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,impeachment,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,"who,campaign","covid,governance",who,0,0,0,0,campaign,0,0,0,0,0,0
safety,"law enforcement,criminal,criminals",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
social programs,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
"governance,social cultural","voting rights act,voting rights,color,disenfranchised","governance,social cultural",0,0,0,0,0,correct label,0,0,0,0,correct label,0
foreign policy,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"environmental concerns,oil,planet,energy,clean energy,keystone,economy,pipeline,serious environmental,clean,keystone pipeline","economic,environmental",0,economy,0,"environmental concerns,serious environmental,energy,keystone,clean energy,keystone pipeline,clean,oil,pipeline,planet",0,0,0,0,0,0,0,0
immigration,"daca,scotus","governance,immigration",0,0,0,0,0,scotus,0,daca,0,0,0,0
"education,social programs",educational,social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
"foreign policy,social cultural","who,afghanistan,foreign,syria,foreign policy","covid,foreign policy",who,0,0,0,correct label,0,0,0,0,0,0,0
social cultural,anti-semitism,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,safety","treatment,corruption,opioid,epidemic","covid,governance,health,safety",epidemic,0,0,0,0,corruption,correct label,0,0,correct label,0,0
no topic,campaign,governance,0,0,0,0,0,campaign,0,0,0,0,0,0
economic,"wealthy,economy",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,who,covid,who,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
