Gold Label,words,m_label,covid,economic,education,environmental,foreign policy,governance,health,immigration,military,safety,social cultural,social programs
"economic,environmental","jobs,climate change,climate","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
"environmental,economic","jobs,economy",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,"border security,border,immigration",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,economic",teachers,education,0,0,correct label,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,tax,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,education,health,social programs","education,health care,health,economy","economic,education,health,social programs",0,correct label,correct label,0,0,0,correct label,0,0,0,0,correct label
"social cultural,economic",economic,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
economic,"workers,american workers",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,economic",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,health,health,0,0,0,0,0,0,health,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,"black,african american,student,african","education,social cultural,social programs",0,0,student,0,0,0,0,0,0,0,"black,african,african american",student
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"immigration,social cultural,safety",immigration,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,college,no topic,0,0,0,0,0,0,0,0,0,0,0,college
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,environment,environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"economic,education,social programs","debt,student debt,student,college,college debt","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
"economic,immigration,governance","workers,federal workers,border,shutdown","economic,governance,immigration",0,correct label,0,0,0,correct label,0,correct label,0,0,0,0
"health,safety,social programs","health care,health,incarcerated","health,safety,social programs",0,0,0,0,0,0,correct label,0,0,correct label,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social programs,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
foreign policy,usmca,foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,"racial,economic","economic,social cultural",0,economic,0,0,0,0,0,0,0,0,racial,0
social programs,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural,social programs,economic","health care,health","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,border,immigration,0,0,0,0,0,0,0,border,0,0,0,0
social cultural,"anti muslim,muslim",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
environmental,"emissions,economy,climate","economic,environmental",0,economy,0,"emissions,climate",0,0,0,0,0,0,0,0
"health,social programs","health care,health","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
environmental,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
economic,"workers,fight for 15,wages",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"safety,foreign policy","security interests,u s intelligence",foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
"economic,environmental,health,social programs","climate change,health care,health,climate","environmental,health,social programs",0,0,0,correct label,0,0,correct label,0,0,0,0,correct label
no topic,teachers,education,0,0,teachers,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural",reproductive rights,health,0,0,0,0,0,0,correct label,0,0,0,0,0
"health,social cultural,safety","criminal justice,addicted,criminal justice system,incarcerate,criminal",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"public option,banking",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,"justice reform,criminal,criminal justice",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,workers,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
immigration,border,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
military,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,safety","racist,criminal justice,criminal justice system,criminal","safety,social cultural",0,0,0,0,0,0,0,0,0,correct label,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,health,immigration,social programs,foreign policy","foreign,foreign affairs,health care,health,immigration","foreign policy,health,immigration,social programs",0,0,0,0,correct label,0,correct label,correct label,0,0,0,correct label
"education,governance,social cultural,safety","assault,college",safety,0,0,0,0,0,0,0,0,0,correct label,0,college
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"environmental,economic","workers,federal workers,shutdown","economic,governance",0,correct label,0,0,0,"shutdown,federal workers",0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
military,"enlist,service members",military,0,0,0,0,0,0,0,0,correct label,0,0,0
"governance,economic","stock,tax",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,college,no topic,0,0,0,0,0,0,0,0,0,0,0,college
economic,economic,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
economic,tax,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"health,social cultural,social programs","black,health care system,health care,pregnancy,health,racism,institutional racism","health,social cultural,social programs",0,0,0,0,0,0,correct label,0,0,0,correct label,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,racist,social cultural,0,0,0,0,0,0,0,0,0,0,racist,0
no topic,health,health,0,0,0,0,0,0,health,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,immigration,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,economic",economic,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,social programs","student loan,debt,student,loan debt,student loan debt","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","payer system,single payer,drugs,medicare,health care,prescription,copays,medicare for all,health,single payer system","health,safety,social programs",0,0,0,0,0,0,correct label,0,0,drugs,0,correct label
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,"criminal,criminal justice,criminal justice system",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
governance,federal lobbyists,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
environmental,"climate change,climate,defeat climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
safety,marijuana,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"education,economic",public schools,education,0,0,correct label,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","health insurance,guarantee health care,medicare,health care,medicare for all,health,guarantee health,private health insurance,private health","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
"health,social cultural",abortion,"health,social cultural",0,0,0,0,0,0,correct label,0,0,0,correct label,0
environmental,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,governance","workers,federal workers,shutdown","economic,governance",0,correct label,0,0,0,correct label,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,health,social programs",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,economic",equal pay,"economic,social cultural",0,correct label,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,safety",assault,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"education,social programs","student loan,debt,education,student,college,loan debt,student loan debt,college debt","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"safety,economic",workers,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,safety","gun violence,gun,school","education,safety",0,0,correct label,0,0,0,0,0,0,correct label,0,0
social cultural,"racial,economic","economic,social cultural",0,economic,0,0,0,0,0,0,0,0,racial,0
governance,"constitution,impeachment",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
social cultural,"african americans,african",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
foreign policy,troops,military,0,0,0,0,0,0,0,0,troops,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"jobs,create jobs",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"governance,military,safety,social cultural,economic","bailout,assault,colleges","economic,safety,social programs",0,correct label,0,0,0,0,0,0,0,correct label,0,colleges
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,immigration,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,foreign,foreign policy,0,0,0,0,foreign,0,0,0,0,0,0,0
immigration,"immigration reform,immigration",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"safety,social cultural",color,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,economic","teachers,wages","economic,education",0,correct label,correct label,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"environmental,economic",floods,environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"environmental,economic","renewable energy,economy,renewable,economic","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,immigration,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
foreign policy,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
foreign policy,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"jobs,created jobs,collar",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
immigration,"asylum,immigration policies,asylum seekers,immigration",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,voting rights,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
foreign policy,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,border,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,tax,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
foreign policy,"iraq war,endless war,diplomacy,foreign",foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
"governance,environmental","filibuster,climate","environmental,governance",0,0,0,correct label,0,correct label,0,0,0,0,0,0
economic,"systemic racism,systemic,racism,economic","economic,social cultural",0,economic,0,0,0,0,0,0,0,0,"systemic,systemic racism,racism",0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,foreign policy",senseless,foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
"education,social programs,economic","bail,debt,debt free,student debt,colleges,public colleges,student,tax,college","economic,education,safety,social programs",0,correct label,correct label,0,0,0,0,0,0,bail,0,correct label
no topic,black,social cultural,0,0,0,0,0,0,0,0,0,0,black,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,"illegal immigration,immigration",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
"environmental,economic","manufacturing,manufacturing plan,environment,jobs,green jobs","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
no topic,"college,school",education,0,0,school,0,0,0,0,0,0,0,0,college
immigration,borders,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
"health,social cultural","pregnancy,color",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
safety,"gun,shootings",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
environmental,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,climate,environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
foreign policy,"saudi arabia,arabia",foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
immigration,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,debt,social programs,0,0,0,0,0,0,0,0,0,0,0,debt
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,social programs","graduate,student loan,debt,education,education department,school,cancel student loan debt,public college,student,college,loan debt,student loan debt","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
"governance,safety","criminal justice,criminal,right to vote,racist,criminal justice system,voter suppression","governance,safety,social cultural",0,0,0,0,0,correct label,0,0,0,correct label,racist,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"immigration,economic","jobs,economy,immigrants","economic,immigration",0,correct label,0,0,0,0,0,correct label,0,0,0,0
safety,"police officers,officers,police",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
environmental,climatedebate,environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,"black,college",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,college
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,safety",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,safety","heroin,prescription drug,prescription","health,safety",0,0,0,0,0,0,correct label,0,0,correct label,0,0
environmental,"climate change,climate,climate crisis",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"health,safety","gun,health","health,safety",0,0,0,0,0,0,correct label,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,safety","bail,drugs,private prison,cash bail,prison,color,marijuana","safety,social cultural",0,0,0,0,0,0,0,0,0,correct label,correct label,0
"health,safety",opioids,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"economic,education,social programs","education,vocational,health,jobs,wages,vocational education","economic,education,health,social programs",0,correct label,correct label,0,0,0,health,0,0,0,0,correct label
immigration,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate,climate crisis",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"foreign policy,immigration",asylum,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural","health care,reproductive health,health","health,social cultural,social programs",0,0,0,0,0,0,correct label,0,0,0,correct label,health care
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,"seeking asylum,immigration policies,asylum,immigration,immigrants",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
foreign policy,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,environmental,health,social programs","climate change,health care,economy,health,climate","economic,environmental,health,social programs",0,correct label,0,correct label,0,0,correct label,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,"immigrants,undocumented,citizenship,undocumented immigrants",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
"education,social cultural","education,black,college,african","education,social cultural",0,0,correct label,0,0,0,0,0,0,0,correct label,college
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural",reproductive rights,health,0,0,0,0,0,0,correct label,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"job creating,economic",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"governance,social cultural,economic","equal pay,discrimination","economic,social cultural",0,correct label,0,0,0,0,0,0,0,0,correct label,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,school,education,0,0,school,0,0,0,0,0,0,0,0,0
"education,social programs,economic","middle class,tax",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural,social programs","guarantee health care,health care,health,guarantee health,transgender","health,social cultural,social programs",0,0,0,0,0,0,correct label,0,0,0,correct label,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","healthcare,medicare,health care,medicare for all,health","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,workers,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs,economic","workers,health care,health,pensions,wages","economic,health,social programs",0,correct label,0,0,0,0,correct label,0,0,0,0,correct label
environmental,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,"border security,border",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,college,no topic,0,0,0,0,0,0,0,0,0,0,0,college
"education,economic","teachers,tax,jobs","economic,education",0,correct label,correct label,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,social cultural",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","health care,health","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
economic,"workers,american workers,manufacturing",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"health,safety,social programs,environmental","climate change,medicare,medicare for all,gun,climate,gun violence","environmental,safety,social programs",0,0,0,correct label,0,0,0,0,0,correct label,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,safety","teenage,color",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
"education,economic","teachers,teacher pay","economic,education",0,correct label,correct label,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"middle class,wages,workers",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,health,health,0,0,0,0,0,0,health,0,0,0,0,0
economic,economic,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
economic,"middle class,economy",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
military,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,environmental,social cultural","economic,racism,racial,xenophobia","economic,immigration,social cultural",0,correct label,0,0,0,0,0,xenophobia,0,0,correct label,0
immigration,"border security,border",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"voter suppression,gerrymandering,citizens united",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,governance","racist,voting rights act,voting rights,gerrymandering","governance,social cultural",0,0,0,0,0,correct label,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,economic","prescription drug,prescription,drugs","health,safety",0,0,0,0,0,0,correct label,0,0,drugs,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,economic","savings,shutdown","economic,governance",0,correct label,0,0,0,correct label,0,0,0,0,0,0
safety,"gun,gun violence",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,governance","voter suppression,school,economic","economic,education,governance",0,correct label,school,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"criminal,impeach","governance,safety",0,0,0,0,0,impeach,0,0,0,criminal,0,0
no topic,gay,social cultural,0,0,0,0,0,0,0,0,0,0,gay,0
"safety,social cultural",discrimination,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
"economic,foreign policy","workers,geopolitical,economic","economic,foreign policy",0,correct label,0,0,correct label,0,0,0,0,0,0,0
"education,economic",teachers,education,0,0,correct label,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,economic,economic,0,economic,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,gun,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
environmental,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"economy,wealth,tax,taxes",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
