text,Gold Label,words,m_label
i took an oath to uphold the constitution of the united states of america it says that no one is above the law and that includes the president if we have an impeachment trial i will be there because it is my responsibility demdebate,governance,impeachment,governance
there are still many questions left unanswered about hunter biden,no topic,no words,no topic
the d c wolves and fake news media are reading far too much into people being forced by courts to testify before congress i am fighting for future presidents and the office of the president other than that i would actually like people to testify don mcgahn s respected lawyer has already stated that i did nothing wrong john bolton is a patriot and may know that i held back the money from ukraine because it is considered a corrupt country i wanted to know why nearby european countries weren t putting up money also likewise i would love to have mike pompeo rick perry mick mulvaney and many others testify about the phony impeachment hoax it is a democrat scam that is going nowhere but future presidents should in no way be compromised what has happened to me should never happen to another president,"foreign policy,governance","impeachment,courts",governance
the world deserves america at our best,no topic,no words,no topic
back to back events in iowa today huge thanks to the yanggang for the incredible support,no topic,no words,no topic
to everyone who has placed your faith in our campaign thus far thank you your support means the world to me and i hope i make you proud i will do everything i can to bring this country together and restore the soul of our nation,no topic,no words,no topic
billionaires should not underestimate us the billionaire class has incredible wealth and power we re going to win this election anyway because we have something more powerful than all their money we have the people on our side live now from santa ana ca,no topic,"incredible wealth,wealth",economic
yesterday s letter speaks for itself,no topic,no words,no topic
the 2008 financial crash would not have been averted if we had allowed the banks to be more racist and anyone who thinks otherwise should not be the leader of our party,"social cultural,economic","racist,banks","economic,social cultural"
we need a candidate prepared to treat climate change like the existential threat it is as president i will use the emergency powers of the presidency to take on the climate crisis and protect the american people,environmental,"climate,climate crisis,climate change",environmental
thank you california our victory has shown that americans are ready for a government and economy that works for all of us not just the 1 let s go forward together,economic,economy,economic
i give you my word as a biden if i am elected president i will do everything in my power to protect our children from gun violence,safety,"gun,gun violence",safety
prime minister of the united kingdom boris johnson stated we should replace the iran deal with the trump deal i agree,foreign policy,"iran,kingdom,iran deal",foreign policy
she inspires society to have a better vision of itself mayor ed malloy of fairfield iowa,no topic,no words,no topic
on the way to the rally against fear in grand prairie,no topic,no words,no topic
i just stepped off the debate stage and i want to say thank you for all the support after the last debate let s do it again ewar ren demdebate_,no topic,no words,no topic
this is another clear warning sign that more needs to be done to keep as many people on payroll as possible fast bold action to bolster american workers now will save more pain later congress must get to work immediately on the next package we can t afford to waste time,economic,"payroll,american workers,workers",economic
thank you ames together we ll dream big fight hard and build the grassroots movement we need to win,no topic,no words,no topic
yuh line niou and i are fighting for big structural change and that includes building a future in which women always have a seat at the table and young girls see themselves represented in our government,no topic,no words,no topic
big news tom tiffany of the great state of wisconsin has just become congressman tom tiffany he will do a fantastic job for the people of wisconsin and the united states congratulations,no topic,no words,no topic
from the moment he swore the oath of office president trump has attacked women and women s rights he demeans women using his bully pulpit and his twitter account he threatens women s health and safety through his policies and his judicial appointments if you re ready to once again have a president who supports women and who fights for them using the full power of the presidency then welcome to bloomberg2020,"health,social cultural","judicial,health,pulpit","governance,health,social cultural"
hunger today isn t about scarcity it s about a massive failure in leadership if i were president i d immediately work with chef josé andrés to empower our restaurants to be part of the solution as families go hungry during the covid 19 crisis,"covid,health","covid 19,covid",covid
today s the day it s primary day in new hampshire head to to make calls into the granite state from wherever you are in the country to help get voters to the polls,no topic,no words,no topic
it took two months for joe biden to finally admit that my decision to restrict travel from china was the right call wake up joe,"covid,health,foreign policy","china,restrict travel","covid,foreign policy"
honored to join higher heights for america pac for this incredible event yesterday highlighting the voices and experiences of black women when black women lead we can accomplish anything,no topic,"black,black women",social cultural
time flies when you re running for president here s a quick look at last week yanggang yang2020,no topic,no words,no topic
we still have tickets for dave chappelle s special yang gang show in south carolina available show your support and buy yours today columbia charleston,no topic,no words,no topic
tomorrow i will be making my pledge a reality who s with me,no topic,no words,no topic
we re on our way to new hampshire on to the nomination and on to chart a bold new course for our country but only if you re with me if you can please chip in p4a us caucusday,no topic,no words,no topic
lgbtq rights are under attack trump wants the supreme court to allow employers to fire lgbtq people because of their sexual orientation or gender identity with the help of the lgbtq victory institute we will defeat this bigotry,"economic,governance,social cultural","sexual orientation,sexual","safety,social cultural"
it is one of the honors of my life to be supported by rev jesse jackson a hero to me who has put his life on the line for 50 years fighting for justice together we can we must and we will defeat the most dangerous president in the history of this country,no topic,no words,no topic
i ve been worried that our economy is heading towards another crash and coronavirus is already a serious economic threat i ve got a plan to address the economic impact and i m calling on congress to act immediately,"covid,health,economic","coronavirus,economy,economic","covid,economic"
to keep new cases from entering our shores we will be suspending all travel from europe to the united states for the next 30 days the new rules will go into effect friday at midnight,"covid,health,foreign policy",europe,foreign policy
white house news conference at 5 30 p m eastern thank you,no topic,no words,no topic
calling this president s behavior childlike is an insult to children,no topic,no words,no topic
we re now at a point in the campaign where it up to those who support it to decide whether or not you wish it to continue if everyone who supports it sends even 10 right now we will be fine otherwise we will have to end it very soon if you send your own 10 and also ask your friends spread the word hold potluck dinners where everyone brings 10 or 20 that they re going to give to the campaign that is the kind of thing that will keep it afloat for those of you who can i hope you will reach into your pocket and give very generously the maximum donation is 2800 i want to see the campaign continue because i believe we are holding a conversation unlike any other i know in my heart that if all the mischaracterizations had not occurred after the second debate i would ve continued in the debates and everything would ve been different but i also know that we weathered that storm and while the ridiculous caricatures of me have continued in the minds of many there are also many many more who see me for who i am as a candidate and the campaign for what it is it is time now for each of us to decide we re not really in the conversation if we re not in the campaign if you have given please consider giving again if you have not given please do so now deep thanks,no topic,no words,no topic
facebook ceo mark zuckerberg is today criticizing twitter we have a different policy than twitter on this i believe strongly that facebook shouldn t be the arbiter of truth of everything that people say online did twitter criticize obama for his you can keep your dr,no topic,no words,no topic
grocery workers are at the front lines of this crisis risking their lives to keep the american people fed they deserve hazard pay child care and safe working conditions,"economic,health,safety,covid","workers,fed",economic
i certainly didn t send soleimani any cash like obama did,no topic,soleimani,foreign policy
after we found out trump was going to win there was no question that justice was on the line i told my team we had to fight and that s what i ve done,no topic,no words,no topic
donald trump is determined to sabotage obamacare and roll back the progress we ve made we can t let him get away with it we have to protect and build on the law to ensure every american has access to the health care they deserve,"social programs,health","obamacare,health,health care","health,social programs"
we re 24 hours away from the year we launch our new era and 34 days away from the iowa caucuses we can t get there without your support chip in before tonight s midnight deadline p4a us okmse,no topic,no words,no topic
a message from maya rupert my campaign manager we re only 10 000 donors away from the donor threshold for the december demdebate donate now and help us check that box bit ly juliandebate5,no topic,no words,no topic
the fake news should report this accurately,no topic,no words,no topic
our 7 million contributions from 1 5 million people averaging 18 a piece mean more to me than any amount of money from billionaires ever could i am not going to be controlled by a handful of wealthy people we are a campaign by the working class and i will be a president for the working class,no topic,wealthy,economic
with the courage of our doctors and nurses with the skill of our scientists and innovators with the determination of the american people and with the grace of god we will win this war when we achieve this victory we will emerge stronger and more united than ever before,no topic,doctors,social programs
when are the fake journalists who received unwarranted pulitzer prizes for russia russia russia and the impeachment scam going to turn in their tarnished awards so they can be given to the real journalists who got it right i ll give you the names there are plenty of them,no topic,impeachment,governance
we need a nominee and a president who can respond to the crisis of belonging gripping our nation i m asking you to join me vote for me caucus for me and help build a future defined not by exclusion but by belonging demdebate,no topic,no words,no topic
you shouldn t lose your health insurance if you lose your job we need medicare for all now,"social programs,health","health,medicare for all,medicare,health insurance","health,social programs"
we ve got to break through this current worldview that suggests that everybody has got to try to become a billionaire and you can lie cheat and steal and not pay attention to the suffering of others that is a bogus vision our job is to say that if we stand together everybody in america can have a decent paying job a shot at a good education and health care as a right,"economic,health,education","education,health,health care","education,health,social programs"
these reports are deeply disturbing iranian americans have the same rights as all other u s citizens and should be treated with dignity and respect at our border not bigoted xenophobic scrutiny,"social cultural,immigration",border,immigration
it is a somber day for our country as senators we are representatives of the american people and it s our duty to protect and defend the constitution the president leveraged the power of his office for personal gain and the choice before us is clear no one is above the law history will remember that the majority in this body did not seek out the evidence and instead decided that the president s actions did not even require a second look,governance,no words,no topic
check out some highlights from my interview on iowa pbs,no topic,no words,no topic
cambridge the massachusetts primary is just two days away and we need all hands on deck join actress susan sarandon for our canvass launch today at 5 00 pm rsvp at the link below where bernie 2020 cambridge hq 3 sacramento st cambridge ma 02138,no topic,no words,no topic
president trump has disrespected our most decorated military leaders and gold star families we need a president who honors the service of all women and men in uniform and a plan that supports them and their families here s how we ll getitdone,military,"military leaders,military,gold star families",military
from greta thunberg to the sunrise movement the next generation is leading the charge to defeat climate change this crisis is also an opportunity we need to pass a green new deal unleash a clean energy economy and create millions of well paying union jobs,"economic,environmental","climate change,new deal,economy,jobs,defeat climate,climate,green new,green new deal","economic,environmental"
22 o in my endorsements of congressional candidates this season california wisconsin won big on tuesday thank you to all of those very brilliant voters you will not be disappointed,no topic,no words,no topic
today i officially filed to be on the ballot in new hampshire i m thankful for the opportunity to run and happy to honor those that paved the way for me to do it it makes me proud to show kids like me that it s possible for us to fight for what we believe in and do our best to make our country the kind of place that works for everyone,no topic,no words,no topic
we have to be able to say to our kids that you have intrinsic value because you are an american and you re a human being demdebate yanggang,no topic,no words,no topic
john bolton and gen petraeus the instigators and architects of our regime change wars and other neocons are all praising trump s actions in iraq this tells us everything we need to know about trump s iraq iran syria foreign policy and it s the opposite of what many trump voters voted for tulsiwasright standwithtulsi,foreign policy,"syria,regime change,iran,foreign,foreign policy","foreign policy,military"
we ve got 125 staffers in 8 offices across north carolina and thousands of volunteers who ve been knocking on doors calling voters and building this campaign from raleigh to charlotte you are carrying us to victory this weekend will be a pivotal moment for our campaign in the tar heel state i hope you ll join a local event to support us visit the link in my bio or go to events mikebloomberg com,no topic,no words,no topic
working on boosting my name id in nevada,no topic,no words,no topic
let me be clear now is not the time to allow large corporations to take advantage of this horrific crisis by ripping off u s taxpayers and profiteering off of the pandemic we need an unprecedented response to protect working families and the poor not bailouts for ceos and huge corporations,"covid,health,economic","ceos,large corporations,pandemic,taxpayers,bailouts","covid,economic"
momentum is building in the granite state,no topic,no words,no topic
it is time to bring our combat troops home it is time to stop the endless war in afghanistan demdebate,"foreign policy,military","troops,combat troops","foreign policy,military"
icymi team trump online with lara trump and sen lindsey graham teamtrump,no topic,no words,no topic
95 approval rating in the republican party thank you,no topic,no words,no topic
a democracy can only be strong if we the people are informed involved and working side by side i will be your voice taking the power back from the self serving corrupt politicians and usher in a new era of peace and national security human dignity and true equality,no topic,no words,no topic
i m running for president to take the democratic party back from those who continue to carry out the hillary doctrine of more regime change wars and escalating the new cold war and instead lead with a new foreign policy that is truly of the people by the people and for the people,foreign policy,"regime change,foreign,doctrine,foreign policy,cold war","foreign policy,military"
russia is interfering in our election again to help elect donald trump after members of congress were briefed about this threat trump fired the acting director of national intelligence trump is shredding the rule of law and the integrity of our democracy,"governance,foreign policy",national intelligence,foreign policy
our record breaking accomplishments are just the beginning the best is yet to come,no topic,no words,no topic
my parents taught me about hard work honesty and sacrifice growing up in medford ma i shoveled snow cut lawns and sold christmas wreaths i want to give everybody in this country the opportunity to thrive and to be happy and i ll bring that work ethic to the white house as president,no topic,no words,no topic
i have been on the ground in south carolina more than any other candidate my heart s in these issues win lose or draw i will never stop working i will never take a step back i will never give in to the republicans,no topic,no words,no topic
the thin slice of folks at the top who benefit from our rigged economy push policies that help themselves and push the costs off on everyone else and they tag any attempt to reform this system as divisive and extreme no matter how many americans agree with it,economic,"costs,economy","economic,social programs"
it s always great to be back in florida together with your support we will beat trump and rebuild america join us live,no topic,no words,no topic
watch team trump online with lara trump and charlie kirk text trump to 88022,no topic,no words,no topic
white house news conference at 5 00 p m eastern thank you,no topic,no words,no topic
we do not seek regime change trump declares as he escalates his regime change war against iran neocons like sen graham and bolton are cheering to all who voted for trump because of his anti war rhetoric it s time to realize he lied to you stand with me against trumps iran war trumpswar,foreign policy,"iran war,iran,regime change","foreign policy,military"
we had our oklahoma city town hall at my former high school where my high school debate trophy is still on display public school made me and that debate team gave me so many incredible opportunities i believe in our public schools and that s why i m fighting for them,no topic,"school,public schools,high school",education
abigail sure knows a lot about las vegas,no topic,no words,no topic
strong united we will prevail god bless the usa,no topic,no words,no topic
isis leader bakr al baghdadi s demise is a triumph for civilization over barbarity usa today editorial board,no topic,civilization,foreign policy
today s the day iowa confirm your caucus location at iwillvote com and make a plan to arrive by 6 30 pm ct,no topic,no words,no topic
the establishment is nervous because we have a real chance at winning not only california but the democratic nomination bring your friends and family out to vote by finding your polling place at berniesanders com california help us make phone calls at berniesanders com call to get out the vote,no topic,no words,no topic
thank you to folks in ottumwa osceola and indianola for your thoughtful questions and for bringing the enthusiasm that s going to help us win the caucuses in just 5 days,no topic,no words,no topic
when i am in the white house i will take responsibility for my job instead of passing it on i will reach across the aisle and work in good faith to get things done for the american people i will bring this country together instead of pushing it apart,no topic,no words,no topic
when i was first elected mayor the fires were still burning at ground zero many people questioned whether new york city had a future but we picked ourselves up and we came back stronger than ever we turned around a broken school system we launched the most ambitious affordable housing initiative in history we made the nation s safest big city even safer i ve never been someone to shirk from the toughest challenges i didn t back then and i won t now,",education,safety,social programs","school system,school","education,social programs"
a campaign for the working class nothing scares the billionaire class more than a strong union movement it was the trade union movement that built the middle class in this country and it is the trade union movement that is going to rebuild it once again i m proud to have the boldest pro union platform in the history of american politics when we are in the white house we will double union membership nationwide join me live in cedar rapids,economic,middle class,economic
come and join us tomorrow night in portsmouth if you can t make it join us through our facebook live standwithtulsi,no topic,no words,no topic
we not only need to put a moratorium on utility shut offs across the country we must restore utility services to anyone who has had their utilities shut off,"economic,safety",no words,no topic
i m going to fight like hell to build a country that works for everyone watch our new colorado ad and if you re a colorado voter remember to mail in your ballot,no topic,no words,no topic
throughout my travels in nevada i ve been inspired by the support i ve received in big cities and small towns today i m grateful to receive the endorsement of outstanding leaders and public servant from the silver state,no topic,no words,no topic
the political establishment and powerful special interests are terrified why because they know that we have the momentum to win this nomination we are building an unprecedented grassroots movement that speaks to the need of working people that is how we are going to defeat donald trump and that is how we are going to transform this country,no topic,special interests,governance
join senator kamala harris for a town hall addressing the impact and disparities of covid 19 in the black community,"health,social cultural,covid","black,covid 19,covid","covid,social cultural"
millions of americans across this country already know deep down in their bones that our democracy has been hijacked by the rich and powerful that s corruption plain and simple it s time for big structural change,no topic,no words,no topic
dirty cop james comey got caught,no topic,no words,no topic
congratulations to sleepy joe biden,no topic,no words,no topic
this is a good step but it s only the beginning now it s time to impeach president trump and remove him from office,governance,impeach,governance
it s not just about having a job it s about having a good job workers are struggling with unpredictable schedules and jobs that won t give them enough hours to qualify for benefits support their families or build a future i ve got a plan for that,economic,"workers,jobs",economic
bernie sanders definitely believes and knows for a fact that disability rights are civil rights jillian mercado,social cultural,no words,no topic
i will host a keep america great rally tomorrow at 7 00 pm est at the bb t center in sunrise florida join me for my homecoming rally bit ly 2qjugnr,no topic,no words,no topic
there used to be a basic bargain in this country when you worked hard you shared in the prosperity you helped create but ceos and wall street continue to put profits over workers it s wrong we have to restore the dignity of work and ensure everyone earns what they deserve,economic,"ceos,workers,prosperity",economic
let s be clear 2020 is our chance to root out corruption in washington and return power to the people but that means we ll need everyone pitching in to keep building our movement donate to our grassroots campaign and let s do this together,no topic,no words,no topic
unidos con bernie the american people are ready for a political revolution and we re grateful to all those who are a part of this movement join our unidos con bernie holiday party in des moines,no topic,no words,no topic
we started with one of the most diverse fields in our history it s a damn shame that the only african american woman in this race is no longer in it and we re spiraling toward a debate stage without a single person of color,social cultural,"color,african american",social cultural
donald trump either read his daily briefings and ignored the warnings or didn t read them at all either way it s a complete and unjustifiable dereliction of duty,no topic,no words,no topic
when i was mayor we cut incarceration by 39 i created the young men s initiative the nation s most comprehensive effort to keep young men women from entering the criminal justice system as president i ll expand our efforts to keep at risk youth on the path to success,safety,"criminal,criminal justice,incarceration,criminal justice system",safety
the american people should not have to worry about going bankrupt if they catch this deadly virus the federal government should empower medicare to cover all out of pocket health care costs for the duration of the crisis and long term we must pass medicare for all,"economic,health,social programs,covid","health,costs,medicare for all,deadly,virus,care costs,medicare,health care","covid,economic,health,social programs"
corporate interests spent 2 8 billion on lobbying just last year we have to break the grip of corporate lobbyists on washington that s why i m proposing a new tax on excessive lobbying,"economic,governance","tax,lobbying","economic,governance"
watch latinos for trump online with kimberly guilfoyle latinosfortrump text trump to 88022,no topic,latinos,social cultural
the time to choose is upon us the crises we face are real 2020 is our chance to choose a president and i m ready to get to work if you think we need both progressive ideas and progressive results join us ewar ren march_donate,no topic,no words,no topic
tulsi on fox iran war would make iraq afghanistan wars seem like a picnic standwithtulsi nowarwithiran,foreign policy,"iran war,iran",foreign policy
when giving thanks for your food this holiday season don t forget to thank a farmworker,no topic,no words,no topic
consumer confidence number very good housing sales in september up nicely economy rocks,economic,economy,economic
because we need to take on trump and we need to start now,no topic,no words,no topic
just hosted a voting rights roundtable in greensboro north carolina in america today there are too many obstacles preventing citizens from exercising their right to vote we must end voter suppression,governance,"right to vote,voter suppression",governance
trump s impulsive non fact based and ignorant approach to foreign policy this time in syria is a disaster and causing another humanitarian crisis,foreign policy,"syria,foreign,humanitarian crisis,foreign policy,humanitarian","foreign policy,immigration"
bernie and aoc in las vegas we re the strongest campaign to defeat trump because we believe in bringing people together not dividing them up join me rep ocasio cortez mayor carmen yulín cruz dj cassidy and ufc fighter kevin lee and more in las vegas,no topic,no words,no topic
busted,no topic,no words,no topic
wages are barely budging but the costs of housing health care education and child care are exploding all it takes is one crisis to send families over a financial cliff we need big structural change,"education,health,economic","health,costs,wages,education,health care","economic,education,health,social programs"
we are building a movement based on a new kind of politics one defined not by who we reject but who we bring along and one shaped not by looking to yesterday but to our common future this is our story our shared vision for the country we love,no topic,no words,no topic
three years ago trump ordered a travel ban on 7 muslim majority countries kickstarting a divisive incendiary presidency that has made muslims and other communities feel unwelcome what trump doesn t understand is that diversity is america s great strength and always will be,"immigration,social cultural,foreign policy","muslim,muslims",social cultural
the catastrophic scenes from australia s wildfires should alarm all of us climate change is driving even more dangerous and destructive fires across the world from california to new south wales and we must fight together to defeat this crisis,environmental,"climate,climate change",environmental
i am fighting for you,no topic,no words,no topic
it s not news to millions of people living in rural america especially in black communities in the south that this economy is leaving them behind i ve got a plan to invest in rural communities and level the playing field for entrepreneurs of color,"social cultural,economic","black,economy,color,black communities","economic,social cultural"
rents are on the rise wages aren t trump promised to help the people in trump country he isn t i will here s how,economic,wages,economic
happy birthday to melania our great first lady,no topic,no words,no topic
ridiculous donald j trump must be referring to the mockery he s made of the presidency,no topic,no words,no topic
my grandfather was one of my favorite people he taught us the value of lifting each other up and inspired me to pursue a career in public service i miss him dearly,no topic,no words,no topic
i was honored to speak at king day at the dome in south carolina this morning dr king s mission is still our mission today we are on a march for justice and we will not stop until we have a democracy that works for all,no topic,no words,no topic
we re months into this crisis and donald trump still doesn t have an effective national testing strategy i do,"health,covid",testing,covid
an investigation into nothing the wonderful trish regan on the mueller witch hunt,governance,no words,no topic
thank you deidre dejear i m grateful to have you on team warren,no topic,no words,no topic
the ads we re preparing are so powerful supporters will be very proud contribute now so we ll have the million dollars to put them everywhere please don t think your ten dollars is not enough to matter any amount helps create the possibility,no topic,no words,no topic
the right to control your own body is sacrosanct that s why as president i ll codify roe v wade create an office of reproductive freedom in the white house repeal hyde and more we must ensure everyone has access to quality health care including contraception and abortion,"governance,social cultural,health","abortion,health,roe v wade,contraception,roe,wade,health care","health,social cultural,social programs"
i m so grateful for the hard work of iowa for warren organizers like anna navin,no topic,no words,no topic
the press counted us out the pundits declared our campaign dead but we proved them wrong,no topic,no words,no topic
we made our ambitious 1m goal for january with your help we can make 1 5m by nh election day and stay competitive in the final stretch this is your hard earned money and our hard won movement we are here because of you thank you tulsi to feb 11,no topic,no words,no topic
i only signed the defense production act to combat the chinese virus should we need to invoke it in a worst case scenario in the future hopefully there will be no need but we are all in this together,"covid,health","chinese virus,chinese,defense production act,virus","covid,foreign policy"
catch up on our latest town hall hosted by symone sanders and actor tony goldwyn on how covid 19 has impacted workers in the entertainment industry,"economic,health,covid","covid 19,covid,workers","covid,economic"
i cast my vote on two important bills yesterday i voted to repeal the 2002 authorization for the use of military force in iraq and i voted for and co sponsored the no war with iran act nowarwithiran standwithtulsi,foreign policy,"military force,military,iran","foreign policy,military"
let me be clear if we do not protect the working people of this country we are going to see the collapse of the economy we must immediately suspend all student loan payments for the duration of this crisis and provide direct monthly payments of 2 000 to every person in the country including young adults excluded from the cares act,"covid,education,economic","student,economy","economic,education,social programs"
thank you to greenpeace for recognizing the strength of my justice centered climate plan i know that business as usual hypotheticals won t be enough to save our only planet we need real results and a genuine commitment to pair action with words i mean it when i say climate is my 1 priority learn more,environmental,"climate,planet,business","economic,environmental"
with your help we ll defeat donald trump and we won t just rebuild this nation we ll transform it i know times are tough but if you re able please chip in today to help make it happen,no topic,no words,no topic
i m the only candidate who will say this i will make climate change the number one priority of my presidency we need solutions that reflect the scale of the problem if climate isn t priority one it won t get done demdebate,environmental,"climate,climate change",environmental
new york post editorial board adam schiff is wasting the nation s time with impeachment hearings,governance,"impeachment,hearings",governance
thank you rashad robinson for having me on the season finale of the voting while black podcast to discuss my plans for criminal justice reform fixing the racial wealth gap and investing in black entrepreneurship when our community thrives we all succeed,"economic,social cultural,safety","black,criminal,racial,wealth,justice reform,criminal justice","economic,safety,social cultural"
louis vuitton has invested in the american workforce being one of the 350 companies that joined the pledge to american workers,economic,"american workers,workers",economic
upper income people have done disproportionately well at the expense of working families for the past 40 years and trump s 2017 tax cut only made things worse with my tax plan we ll have a people powered economy that works for everyone,economic,"tax,economy,tax plan,income",economic
as usual with this general motors things just never seem to work out they said they were going to give us 40 000 much needed ventilators very quickly now they are saying it will only be 6000 in late april and they want top dollar always a mess with mary b invoke p,"health,covid",ventilators,covid
black and brown families value education the same as white families but even 65 years after brown v board someone s zip code too often predicts their success as long as neighborhoods remain segregated by race and income the quality of our schools will be segregated too,"economic,social cultural,education","education,black,segregated,income","economic,education,social cultural"
