text,label,economic,environment,foreign policy,governance,immigration,military,safety,social programs,social and cultural
proof facebook power ability shut debate platform power,no topic,0,0,0,0,0,0,0,0,0
neighbors ve receive lot inquiries ruling district court appeals overturn department environment protection denial permit kanter real estate perform exploratory drilling everglades miramar comments opinions issue ruling end fight additional steps ultimately drilling city miramar working dep broward county fight stay tuned steps statement february 6 2019 contact edna laroche executive assistant mayor 954 602 3198 954 541 7562 elaroche miramarfl gov messam court green light oil drilling everglades fighting miramar fl tuesday district court appeals tallahassee overturned previous florida department environment protection ruling denied oil drilling permit kanter real estate kanter miami based developer seeking permission drill florida everglades west miramar fl miramar mayor wayne messam led opposition project building robust coalition local residents environment advocates county city governments front issue statement miramar mayor wayne messam deeply disappointing ruling threatens public health environment quality life thousands floridians proudly call miramar surrounding area home drilling backyard put community drinking water great risk endanger local economy misguided claims washington profit driven developers city actively exploring legal steps block form oil drilling nearby everglades unique biological treasure protect fighting past years continue putting vital natural resources safety people 2300 civic center place miramar fl 33025," economic, environment, safety,governance",1,1,0,1,0,0,1,0,0
white supremacist violence rising america trump administration taking case point,safety,0,0,0,0,0,0,1,0,0
dog days happy summer solstice,no topic,0,0,0,0,0,0,0,0,0
moment history proved women leadership roles women understand matters fight underdog afraid fight hard,social and cultural,0,0,0,0,0,0,0,0,1
1 000 organizing parties place country saturday officially launch grassroots campaign president find hit ground running,no topic,0,0,0,0,0,0,0,0,0
15 minimum wage bill signed governor phil murphy week big step forward economic justice state glad jersey leading fightfor15 continues ensure working american job pays living wage,economic,1,0,0,0,0,0,0,0,0
democrats weren spending time endless investigations pass legislation lower drug prices address border crisis improve infrastructure refusing work," economic, immigration,governance",1,0,0,1,1,0,0,0,0
set fundraising goal end quarter deadline hit 24 hours set hit south carolina met voters generation made clear pete race watch minute recap weekend south carolina contribute make pete front people,no topic,0,0,0,0,0,0,0,0,0
live beto delivers remarks hampshire democratic party convention,no topic,0,0,0,0,0,0,0,0,0
excited announce ll appearing daily show monday night 11 pm tune,no topic,0,0,0,0,0,0,0,0,0
community elkhart inspiring organizing event yesterday grateful toes fight ll stop fighting good jobs indiana country,economic,1,0,0,0,0,0,0,0,0
today equalpayday day commit ending gender wage gap average women paid 80 dollar made man disparity larger women color campaign instituted set salaries position woman teamjuli??n paid man role guard unconscious bias president commitment support strengthening laws protecting paycheck fairness continue fight 15 minimum wage raise wages low paid workers,economic,1,0,0,0,0,0,0,0,0
president aggressive plan defeat climate change watch hear vision future ourmoment,environment,0,1,0,0,0,0,0,0,0
ari melber asked plan break big tech answer,economic,1,0,0,0,0,0,0,0,0
24 days violence women act expired domestic violence shelters pressed funds doors open terrible," safety, social and cultural,economic",1,0,0,0,0,0,1,0,1
section 1325 core trump family separation policy guarantee children separated parents eliminate antiquated discriminatory law end criminalization desperation border,immigration,0,0,0,0,1,0,0,0,0
make big structural change long build grassroots movement fight add support cancelling 50 000 student loan debt 42 million americans making universal free public college reality,social programs,0,0,0,0,0,0,0,1,0
today 6 months massacre tree life synagogue pittsburgh day passover gunman opened fire chabad poway synagogue stand united condemn anti semitism religious bigotry attack based religion attack," social and cultural,safety",0,0,0,0,0,0,1,0,1
bigtruth,no topic,0,0,0,0,0,0,0,0,0
administration wake climate change real action reverse today future generations depend,environment,0,1,0,0,0,0,0,0,0
purdue settle morrissey make pennies dollar," economic,safety",1,0,0,0,0,0,1,0,0
day 1955 emmett till murdered 8 years dr king shared dream america hatred racism white supremacy led emmett lynching alive anniversary dare dream fight future," social and cultural,safety",0,0,0,0,0,0,1,0,1
year half long investigation attack democracy hostile foreign power robert mueller submitted full report attorney general future democracy depends americans trust elections faith democratic process order trust american people report trump administration shouldn lock report throw key taxpayers funded investigation deserve outcome add agree mueller report released full congress public," economic,governance",1,0,0,1,0,0,0,0,0
successful donald trump november 2020 country january 2021 indivisible opportunity sign,no topic,0,0,0,0,0,0,0,0,0
today campaign announced latinos trump coalition administration latinos lowest unemployment rate 1 9m jobs created latinos lowest poverty level latinos years," social and cultural,economic",1,0,0,0,0,0,0,0,1
movement election movement leader excite energize americans engaged democracy running race win,no topic,0,0,0,0,0,0,0,0,0
americans working harder ahead today proposing economic plan make country work working families ll ensure wealthy pay fair share ahead,economic,1,0,0,0,0,0,0,0,0
gutting voting rights act years ago attempt disenfranchise communities color equal access ballot changing discriminatory policies harder time restore vra," social and cultural,governance",0,0,0,1,0,0,0,0,1
clear priorities whack gun violence actual national emergency,safety,0,0,0,0,0,0,1,0,0
years ago pulse nightclub lost 49 lives hate hold pain tragedy deep heart president end nra reign pass gun safety policy save lives build nation based love respect," social and cultural,safety",0,0,0,0,0,0,1,0,1
polls open el paso 7 00 tomorrow special election decide state representative district 79 spread word make plan vote details polling locations found,no topic,0,0,0,0,0,0,0,0,0
keene state enthusiastically welcoming visit hampshire excited spend couple days listening learning opportunity meet great people state,no topic,0,0,0,0,0,0,0,0,0
speak uncomfortable honest truth racism sexism anti semitism homophobia transphobia real country age forms hate fuel speak truth deal,social and cultural,0,0,0,0,0,0,0,0,1
time safe legal abortion attack extremists illinois major step forward make clear abortion woman fundamental congratulations illinois,social and cultural,0,0,0,0,0,0,0,0,1
question iowa deal deny climatechange answer,environment,0,1,0,0,0,0,0,0,0
40 million people america living poverty top 0 1 percent hold wealth bottom 90 percent working class country sick tired ripped justice bring justice,economic,1,0,0,0,0,0,0,0,0
moscow mitch prison time aiding abetting russian attacks democracy,foreign policy,0,0,1,0,0,0,0,0,0
reality american working families real wages average workers lower 1973 80 americans live paycheck paycheck half older americans retirement savings create economy works,economic,1,0,0,0,0,0,0,0,0
,no topic,0,0,0,0,0,0,0,0,0
young people today understand urgency climate action science backs deserve full support owe defeat climate change,environment,0,1,0,0,0,0,0,0,0
met marsha maus seminole springs home entire community devastated raging wild fires told hadn lost hope,environment,0,1,0,0,0,0,0,0,0
years latino victory forefront filling gap latinx representation government school board white house felicidades siga la lucha,social and cultural,0,0,0,0,0,0,0,0,1
begin blackhistorymonth forget contributions africans sons daughters founding development prosperity america aspect life culture business education religion technology arts science civil service," economic,social and cultural",1,0,0,0,0,0,0,0,1
peggy told town hall grateful joined morning clinton,no topic,0,0,0,0,0,0,0,0,0
time louder medicare idea time health care human privilege,social programs,0,0,0,0,0,0,0,1,0
bad deal merging sprint mobile create giant telecom company hurt small businesses entrepreneurs working families,economic,1,0,0,0,0,0,0,0,0
mother strongest person,no topic,0,0,0,0,0,0,0,0,0
happy celebrating easter weekend family wishing blessed good friday,no topic,0,0,0,0,0,0,0,0,0
el paso community shows days worst met rosemary family plane back el paso asked meet share story shot chest surgery strong city,safety,0,0,0,0,0,0,1,0,0
bernie des moines bernie speaking rally des moines iowa iowa part revolution transform america create country based racial social environment economic justice," economic, environment, social programs,social and cultural",1,1,0,0,0,0,0,1,1
happy year,no topic,0,0,0,0,0,0,0,0,0
,no topic,0,0,0,0,0,0,0,0,0
census lead worst undercount communities color 1990 effects linger long past administration billions dollars worth funding infrastructure schools line afford wrong," economic,social and cultural",1,0,0,0,0,0,0,0,1
failing york times devastating portrayals bad journalism history caught leaker shifting phony russian collusion narrative mueller report testimony total disaster racism witch hunt journalism reached low history country evil propaganda machine democrat party reporting false biased evil sick joke public aware," social and cultural,governance",0,0,0,1,0,0,0,0,1
investments negative emissions technology emissions technology including projects allam cycle natural gas facility opened houston year crack code climatechange make substantial technology carbon tax dividend solution climate change earthday," economic,environment",1,1,0,0,0,0,0,0,0
lakeville mn town hall,no topic,0,0,0,0,0,0,0,0,0
grateful warm night town hall tempe arizona ve 25 states puerto rico counting launching campaign running president united states,no topic,0,0,0,0,0,0,0,0,0
spend military 10 nations combined millions americans food housing health care time national priorities," military, social programs,economic",1,0,0,0,0,1,0,1,0
nation lost sight important component immigration system people proud unveil peoplefirst immigration policy create compassionate immigration system,immigration,0,0,0,0,1,0,0,0,0
today directions presidential forum deb haaland congress talked proposal honoring promises native nations act federal government owes native communities fighting chance build stronger communities brighter future,social and cultural,0,0,0,0,0,0,0,0,1
simple message corporations pay women fairly pay price,economic,1,0,0,0,0,0,0,0,0
carmichael goal life west virginia governor realizes minions blair rest start chip justice state don possess real leadership worked side side experience coming thought occupy seat jim steps funny watching party jim jumped flush jim angered cane promise pay raise educators long republicans elected mid terms gang popcorn," governance,economic",1,0,0,1,0,0,0,0,0
time trump destroy health care america throw 30 million people health insurance introducing medicare legislation long long past time united states america joins major country make health care private insurance exists today confusing morass designed make people jump hoops care end disgrace profit driven health care system pass medicare,social programs,0,0,0,0,0,0,0,1,0
men seat table,no topic,0,0,0,0,0,0,0,0,0
quarter bernie sanders pete buttigieg joe biden raised money campaign chip 5 20 campaign fighting,no topic,0,0,0,0,0,0,0,0,0
democratic candidates remaining make president donald trump race democratic nomination fractured straightforward narrative captured glancing map process won decided simple horse race numbers clickbait headlines focus ?????? focus building broad coalition win delegates months elizabeth top list candidates voters president latest economist yougov poll 40 50 voters age groups voting warren including 58 liberals 38 moderates elizabeth positioned unite party lead democratic ticket defeat donald trump campaign stranger written counted early elizabeth proven doubters wrong elizabeth progressive effective lived life prepared fight strong organization 1 000 staff ground 31 states bolstered movement 1 000 000 grassroots donors confident americans continue elizabeth ll day elizabeth candidate unite party defeat donald trump november ll win nomination reading digs deep funds 100 grassroots funded campaign moving forward chip 2 20 power movement critical races,no topic,0,0,0,0,0,0,0,0,0
young woman speech hampshire told college student thousands dollars debt ?????? 6 bank account chipped 3 campaign night important campaign i???? fighting working people students believes make things campaign 100 grassroots funded dig deep chip 3 20 today moving forward count,social programs,0,0,0,0,0,0,0,1,0
como presidenta elizabeth proporcionar??_a el mayor aumento los beneficios del seguro social en casi medio siglo inscr??_bete hoy utiliza la calculadora de elizabeth para ver cu????nto aumentar??_an tus beneficios del seguro social bajo su plan president elizabeth provide biggest increase social security benefits half century sign today elizabeth???? calculator social security benefits increase plan,social programs,0,0,0,0,0,0,0,1,0
una cosa queda clara ahorrar para una jubilaci??_n decente se est???? volviendo m????s dif??_cil el programa del seguro social se ha convertido la fuente principal de ingreso para muchos de nosotros tenemos m????s de 65 a?? os elizabeth ha ayudado liderar la lucha en el congreso para ampliar el programa del seguro social su plan proporcionar??_a el mayor aumento los beneficios del seguro social en casi medio siglo si est????s de acuerdo necesitamos aumentar los beneficios del seguro social por 200 al mes actualizar la reglas inscr??_bete hoy para unirte elizabeth thing clear it???? harder save decent retirement social security main source income 65 elizabeth helped lead fight congress expand social security plan provide biggest progressive increase social security benefits half century agree increase social security benefits 200 month update rules sign join elizabeth today,social programs,0,0,0,0,0,0,0,1,0
????????????i important 2020 election chance win donald trump ???? warren ??????and that???? prosecuting case corruption drawing distinction administration corrupt living memory democratic nominee corruption ???? ?????? ????????????we win ideas big meet problems people???? lives ???? ??????,no topic,0,0,0,0,0,0,0,0,0
travel country talking workers town halls selfie lines hear face giant challenge supporting families unpredictable work schedules leave hours afford necessities control time country workers fed unpredictable unfair schedules they???? organized winning fair workweek plan builds work committed advocates activists ensures part time worker america treated respect build future people love require employers 15 employees give weeks advance notice work schedules empower employees schedules work fear retaliation ensure rest shifts require employers offer additional work hours existing qualified part time workers hiring employees contractors provide benefits part time workers click read,economic,1,0,0,0,0,0,0,0,0
??????the senator praised unions force america???? working middle class citizens ??????unions built america???? middle class unions rebuild america???? middle class ???? ?????? ??????warren goal replicate healthcare union members access offer nationwide ?????? ??????d taylor president unite spoke favor warren???? proposal ??????health care privilege ???? ??????,"economic, social programs",1,0,0,0,0,0,0,1,0
?????? plan highlights plan ease stress critical water supplies colorado river basin drops reservoir levels recently forced mandatory water cuts arizona nevada ?????? ??????warren touched topics including plan 2 percent wealth tax incomes 50 million talked providing health insurance protecting public lands passing federal laws protect voters???? rights ?????? ????????????america???? economic agenda progressive agenda ???? warren ??????this america who???? side rich people people suck rich people ???? ??????,"economic, social programs, environment, governance",1,1,0,1,0,0,0,1,0
????????????the burdens student debt distributed equally americans country???? student debt crisis hitting black latinx communities hard ???? warren wrote plan ??????half black borrowers latinx borrowers default loans 20 years ???? ??????,"social programs, social and cultural",0,0,0,0,0,0,0,1,1
????????????the real danger face democrats picking candidate can???? pull party takes granted big parts democratic constituency ???? warren ??????we candidate excite parts democratic party bring give democrat place that???? plan i???? win ???? ????????????look men stage ???? warren ??????collectively lost 10 elections people stage won single election they???? ve women amy ???? ?????? ??????as york times observed studies shown women run office win rates men warren???? answer makes clear it???? time put entire question electability women bed ??????,no topic,0,0,0,0,0,0,0,0,0
??????senator warren released robust plan simplify bankruptcy system making accessible families broke file bold solutions decrease amount paperwork eliminate ineffective credit counseling requirements combine chapters bankruptcy millions families enter economy debt devastating downstream effects society include homelessness hunger poverty senator warren???? plan stop problems happen ??????senator warren???? plan groundbreaking bankruptcy system highlight access justice crisis america civil rights issue largely unnoticed general public unlike criminal justice system low middle income individuals free legal representation civil justice system ??????,"economic, safety",1,0,0,0,0,0,1,0,0
trump life members lifeblood 2020 campaign counting loyal supporters front line defense lies attacks democrats fake news contribute 35 today official 2020 trump life member win big 2020,no topic,0,0,0,0,0,0,0,0,0
offering special discount merchandise official trump store president trump working tirelessly office constant attacks radical left mainstream media show stand plan great nation making purchase official trump store code president checkout advantage exciting sale it????,no topic,0,0,0,0,0,0,0,0,0
there???? thing day work????_and that???? trump president day deal supporter president trump ve earned 25 sitewide code president,no topic,0,0,0,0,0,0,0,0,0
monday president???? day sale code president 25 official trump store,no topic,0,0,0,0,0,0,0,0,0
_?? __?? ?? _?? __?? ?? _?? __?? ?? 25 official trump store _?? __?? ?? _?? __?? ?? _?? __?? ??,no topic,0,0,0,0,0,0,0,0,0
official 2020 donor wall spots filling fast lot people wall campaign hq guarantee spot donate midnight tonight,no topic,0,0,0,0,0,0,0,0,0
brand 2020 trump yard signs,no topic,0,0,0,0,0,0,0,0,0
countless lives saved law abiding gun owners defend dangerous criminals democrats left defenseless president trump cave gun grabbing socialist make america safe add official amendment defense petition stand president trump fighting amendment rights,safety,0,0,0,0,0,0,1,0,0
constitutional rights attack radical socialists guns law abiding citizens trample defense watch defend amendment rights add official amendment defense petition today team showing list patriots sign 11 59 tonight,safety,0,0,0,0,0,0,1,0,0
coastal liberals don lemon fathom wouldn radical socialist agenda send message recently hosted panel liberal activists proceeded mock trump supporters dumb educated goal 1 million signatures real america thinks,no topic,0,0,0,0,0,0,0,0,0
radical left silence goal 1 million signatures trump supporters fake news real americans add official stand trump petition,no topic,0,0,0,0,0,0,0,0,0
beat trump largest voter turnout history country win campaign energy excitement campaign prove adding voting,no topic,0,0,0,0,0,0,0,0,0
billionaire class corporate elites chance winning election vote doesn matter prove wrong pledge vote historic turnout win election,no topic,0,0,0,0,0,0,0,0,0
add you???? voting campaign read escalating largest direct voter contact effort american history long helping stand,no topic,0,0,0,0,0,0,0,0,0
join bernie early vote rally march polls event free open public tickets required rsvp encouraged bernie finishes remarks make road members lead march early voting polling location ibew local 357 desert pines high school cafeteria 3800 harris ave las vegas nv 89110 saturday february 15 doors 9 30 event 10 30,no topic,0,0,0,0,0,0,0,0,0
bernie sanders???? story story bernie forgotten family immigrant roots that???? fought that???? bernie president future fight,no topic,0,0,0,0,0,0,0,0,0
es suficiente derrotar donald trump debemos poner fin la corrupci??_n de la ?? lite corporativa mediante la creaci??_n de gran movimiento de personas pueda hacer los multimillonarios paguen su parte justa transformen el pa??_s,no topic,0,0,0,0,0,0,0,0,0
president bernie sanders continue lifelong fight guarantee health care man woman child raise wages lower prescription drug costs create economy works 1 percent,"social programs, economic",1,0,0,0,0,0,0,1,0
winning hampshire primary profound message political establishment truth they???? ve thrown compared what???? coming wrote long time expect they???? ve make contribution fight back continue winning country,no topic,0,0,0,0,0,0,0,0,0
won hampshire primary ready make donation position continue winning ?????? nevada south carolina big expensive super tuesday states country,no topic,0,0,0,0,0,0,0,0,0
victory hampshire means billionaire class country intensify efforts defeat started important resources require lots people making small donations afford make contribution campaign path forward easy stand accomplish,no topic,0,0,0,0,0,0,0,0,0
won hampshire job make biggest fundraising days send unmistakable message establishment intend winning ?????? nevada primary donald trump count make contribution stand,no topic,0,0,0,0,0,0,0,0,0
nevadan important thing bernie vote early bernie february 15th 18th caucus bernie february 22nd click find caucus elect bernie make history,no topic,0,0,0,0,0,0,0,0,0
we???? taking donald trump democratic opponents we???? taking entire political establishment win building unprecedented grassroots movement millions people join sign caucus,no topic,0,0,0,0,0,0,0,0,0
i???? ve small favor ?????? add caucus campaign taking powerful forces country unbelievable unlimited amounts money spend we???? ve add show we???? ready win,no topic,0,0,0,0,0,0,0,0,0
i???? ve small favor ?????? add endorse campaign,no topic,0,0,0,0,0,0,0,0,0
add show caucus campaign person show side helps prove political economic establishment powerful,no topic,0,0,0,0,0,0,0,0,0
campaign taking wall street insurance companies drug companies military industrial complex prison industrial complex fossil fuel industry corrupt campaign finance system enables billionaires buy elections candidate building movement strong beat join adding,"economic, governance",1,0,0,1,0,0,0,0,0
fiercely committed working communities color make voices heard washington president ll establish formal commission reparations wrongs past directly join campaign,social and cultural,0,0,0,0,0,0,0,0,1
talk foreign policy talking climate change spending billions waging endless wars focus building relationships allies solve climate crisis join campaign reinstate america global leader climate,"foreign policy, environment",0,1,1,0,0,0,0,0,0
drive action climate crisis ll declare national climate emergency day enact climate plan emissions 2040 climate crisis wait answers biggest questions facing nation,"environment, foreign policy",0,1,1,0,0,0,0,0,0
president i???? ll end trump???? war nonwhite immigrants broken laws humanity immigration policy start idea immigrants full human beings rights respected,immigration,0,0,0,0,1,0,0,0,0
tom believes economy work rich tax plan grants 10 tax cut 95 americans ending giveaways tax breaks wealthy commit caucus tom make plan reality,economic,1,0,0,0,0,0,0,0,0
juntos podemos restaurar nuestra democracia para vuelva ser de por para el pueblo ??????_nete nuestra campa?? todoscontom,no topic,0,0,0,0,0,0,0,0,0
campaign lifting victory nevada tom team nevada,no topic,0,0,0,0,0,0,0,0,0
shaping important election lifetimes hands deck nevada caucuses february 22 make early vote early voting location county registered vote february 15 february 18,no topic,0,0,0,0,0,0,0,0,0
people critical decision run president taught evil world challenges facing nation historic levels economic inequality skyrocketing health care costs environment destruction result abject political cruelty making stand,"economic, social programs, environment",1,1,0,0,0,0,0,1,0
true made businessman beat trump supposed strength economy economy growing gains top president ll decades experience successful businessman build economy works,economic,1,0,0,0,0,0,0,0,0
wrong society incarcerates people capita country world sat incarcerated individuals understand challenges face share plans reforming criminal justice system,safety,0,0,0,0,0,0,1,0,0
plan court reform received top score key progressive groups republicans packed court wing ideologues shape policy decades threatening democracy ll expand supreme court ensure representative american people,no topic,0,0,0,0,0,0,0,0,0
sat york times answer 20 questions covered addressing racism achieving carbon neutrality,"social and cultural, environment",0,1,0,0,0,0,0,0,1
raising high school graduation rate generate billions economy give millions kids chance success term ll halve dropout rate ensuring kids meet reading benchmarks providing tutor student performing grade level ready give young adults support deserve sign campaign,"social programs, economic",1,0,0,0,0,0,0,1,0
combating rising inequality starts investing early education president ll guarantee free universal access high quality pre school expand services low income pregnant women families young children join campaign give children equal shot success,social programs,0,0,0,0,0,0,0,1,0
children teens midst mental health crisis tackle growing epidemic ll double number mental health professionals school campuses implement evidence based school mental health programs join campaign invest students mental health,social programs,0,0,0,0,0,0,0,1,0
society smartest investment make people education plan double federal funding prek 12 education ll guarantee universal access preschool close school resource gap ensure teachers receive compensation deserve,"economic, social programs",1,0,0,0,0,0,0,1,0
faith informed politics views climate change responsibility protect vulnerable people preserve planet ve fighting climate change,environment,0,1,0,0,0,0,0,0,0
strengthen education system invest teachers ll ensure teachers paid skilled professionals forgive student loans 10 years service join campaign give educators respect support deserve,social programs,0,0,0,0,0,0,0,1,0
1 4 americans branches government education plan invest civic education american citizens engaged informed hold leaders accountable join campaign today,social programs,0,0,0,0,0,0,0,1,0
good news climate crisis solve greatest opportunity rebuild nation unite people common purpose,environment,0,1,0,0,0,0,0,0,0
tom backing 2020,no topic,0,0,0,0,0,0,0,0,0
tom top choice,no topic,0,0,0,0,0,0,0,0,0
caucusing tom february 22,no topic,0,0,0,0,0,0,0,0,0
ve surged 2nd south carolina dc outsider afraid call sweeping reforms address racial inequality economic injustice climate change voters excited join signing campaign today,"social and cultural, economic, environment",1,1,0,0,0,0,0,0,1
jeremiah chapman spoken word artist proud hbcu graduate social impact director campaign worked develop hbcu policy plan invest 125 billion hbcus continue educating empowering students jeremiah,"social programs, social and cultural",0,0,0,0,0,0,0,1,1
nevada caucuses corner fill short survey ll backing february 22,no topic,0,0,0,0,0,0,0,0,0
supporting nevada caucuses february 22 seconds,no topic,0,0,0,0,0,0,0,0,0
campaign investing african american community south carolina candidates aren hiring black staffers working black businesses meeting people committed lifting communities color,"economic, social and cultural",1,0,0,0,0,0,0,0,1
ve involved grassroots movements nevada years nonprofit nextgen america helped democrats win key races silver state 2018 instrumental passing measure raise nevada clean energy standards committed people nevada,environment,0,1,0,0,0,0,0,0,0
trump failed nevada president ll clean mess created ll make climate crisis number priority invest education children thrive end human rights abuses immigrants,"environment, immigration, social programs",0,1,0,0,1,0,0,1,0
racial bias permeates aspect criminal justice system criminal justice plan target institutional racism mandating anti bias training police officers ending cash bail investing programs risk youth supporting incarcerated individuals transition back society,"safety, social and cultural",0,0,0,0,0,0,1,0,1
dc outsider i???? afraid can???? talk major policy area talking race it???? time retell story 400 years that???? i???? ll create formal commission reparations president,social and cultural,0,0,0,0,0,0,0,0,1
recent poll put 2nd south carolina fluke meeting south carolinians sc team 90 african american majority organizing communities grew pushing power back people,social and cultural,0,0,0,0,0,0,0,0,1
rise south carolina south carolinians meet fiercely committed fighting racial economic justice partnering south carolinians employing south carolinians listening south carolinians,"social and cultural, economic",1,0,0,0,0,0,0,0,1
solve problems back ready turn page change politics late,no topic,0,0,0,0,0,0,0,0,0
time donald trump stand debate stage explain failure polices middle class midwestern mayor served country uniform defeat president turn page we???? funded politicians washington chip today join movement,no topic,0,0,0,0,0,0,0,0,0
douglass plan comprehensive investment empowerment black america recognizes ideas combat systemic racism washington funding,"social and cultural, economic",1,0,0,0,0,0,0,0,1
administration end practice private profit prisons fight profit motive criminal justice system,safety,0,0,0,0,0,0,1,0,0
story south bend central campaign grateful support community members,no topic,0,0,0,0,0,0,0,0,0
replace discriminatory policies neutral expect playing field level intentionally work create era inclusion health,"social and cultural, social programs",0,0,0,0,0,0,0,1,1
pro bernie sanders dark money groups spent hundreds thousands dollars negative ads attacking can???? fall fundraising efforts groups stockpiling money step make donation today win,no topic,0,0,0,0,0,0,0,0,0
fight lives put majority decisively defeat donald trump politics defined reject bring fold chip today agree time addition belonging rejection exclusion,no topic,0,0,0,0,0,0,0,0,0
election season told revolution status quo leave rest us??????the majority campaign offers choice gather majority build american experience defined belonging share belief chip today join movement,no topic,0,0,0,0,0,0,0,0,0
defeat donald trump democratic nominee bring fold unite party building broadest coalition winning time caucusgoers voters iowa hampshire proven campaign share belief politics addition belonging chip message corner country critical weeks,no topic,0,0,0,0,0,0,0,0,0
people paid change raising wages empowering workers,economic,1,0,0,0,0,0,0,0,0
light future,no topic,0,0,0,0,0,0,0,0,0
estoy postulando para ser el presidente recoge las piezas de nuestro pa??_s tan dividido finalmente hacer las cosas bien en este pa??_s despu?? de tanto esperar,no topic,0,0,0,0,0,0,0,0,0
valentine???? day send warmongering political establishment powerful message love greater war tulsi standing peace love country people planet inspired tulsi live life defined service join,"environment, foreign policy",0,1,1,0,0,0,0,0,0
end regime change wars cold war invest trillions dollars meet american people,"foreign policy, economic",1,0,1,0,0,0,0,0,0
iran war make iraq afghanistan wars picnic unite wars iran,foreign policy,0,0,1,0,0,0,0,0,0
erase election we???? strong momentum,no topic,0,0,0,0,0,0,0,0,0
american people generation leadership fresh approach challenges face experience commander chief work congress partisan lines things person stand tulsi tulsi vote,no topic,0,0,0,0,0,0,0,0,0
continue carry torch universal basic income invigorate middle class struggling make ends meet bridge income gap unleash era entrepreneurship productivity,social programs,0,0,0,0,0,0,0,1,0
friend andrew yang i???? ve enjoyed campaign grateful friendship ??????you brought energy creative ideas inspired you???? ll continue working positive change nation work bright future americans continue carry torch universal basic income invigorate middle class struggling make ends meet bridge income gap unleash era entrepreneurship productivity yang gang friends hope join campaign invest american people regime change wars military adventurism cold war nuclear arms race,"social programs, economic, foreign policy, military",1,0,1,0,0,1,0,1,0
joe rogan tulsi gabbard universal basic income,social programs,0,0,0,0,0,0,0,1,0
la presencia de estados unidos en afganist????n nos cuesta 4 000 millones de d??_lares al mes imaginen lo podr??_amos hacer con esos miles de millones para cuidar nuestros enfermos apoyar nuestros maestros proporcionar vivienda educaci??_n de otras maneras servir al pueblo estadounidense terminar?? con las guerras desperdician nuestro dinero nos hacen menos seguros,no topic,0,0,0,0,0,0,0,0,0
como presidente mi primera responsabilidad con ustedes los estadounidenses ser???? reducir las tensiones entre estados unidos pa??_ses con armas nucleares como rusia china tenemos utilizar la diplomacia para resolver las diferencias poner fin la guerra fr??_a la carrera armamentista evitar la cat????strofe nuclear,no topic,0,0,0,0,0,0,0,0,0
los votantes quieren una nueva generaci??_n de liderazgo con una nueva perspectiva pero tambi?? quieren l??_der con la experiencia sirva como comandante en jefe el primer d??_a la experiencia de trabajar con el congreso trav?? de las l??_neas del partido ofrezco ambas cosas,no topic,0,0,0,0,0,0,0,0,0
hiit workout 25 exercises bench excuses,no topic,0,0,0,0,0,0,0,0,0
challenged fun push contest yesterday won,no topic,0,0,0,0,0,0,0,0,0
imagine johnlennon imagine,no topic,0,0,0,0,0,0,0,0,0
latino families country crushed health care costs washington running senate fight affordable health care means lowering ?????? premiums ?????? deductibles ?????? copays ?????? prescription drug prices,"social programs, social and cultural",0,0,0,0,0,0,0,1,1
quality affordable health care latino families period,"social and cultural, social programs",0,0,0,0,0,0,0,1,1
governor built innovative health care exchanges country 95 coloradans covered ready fight expand access health care 21 latinos age 65 insurance,"social programs, social and cultural",0,0,0,0,0,0,0,1,1
women???? control bodies assault country president stand protect rights women make health care decisions,social and cultural,0,0,0,0,0,0,0,0,1
debemos asegurarnos de la compasi??_n anime nuestra pol??_tica podamos sentir lo est???? en juego para las personas comparten nuestra experiencia de vida,no topic,0,0,0,0,0,0,0,0,0
vote early nevada february 15th february 18th make caucuses 22nd sign ll make information,no topic,0,0,0,0,0,0,0,0,0
affordable health care universal privilege democratic peers agree story i???? calling senator bernie sanders disclose actual price tag medicare plan join,social programs,0,0,0,0,0,0,0,1,0
este es nuestro momento tenemos exactamente una sola oportunidad para derrotar donald trump al trumpismo ?????? para eso tenemos hacer algo distinto ??_nete mi campa?? busquemos una nueva forma de hacer pol??_tica,no topic,0,0,0,0,0,0,0,0,0
voting bernie mail mail ballot today drop person 8pm tuesday march 3 county elections office ballot drop box polling location,no topic,0,0,0,0,0,0,0,0,0
bernie sanders supporters make cast ballot bernie california???? primary win you???? ready elect bernie mail ballot return ?????? polling place ?????? county elections office ?????? county ballot drop box remember ballot received 8pm tuesday march 3 counted,no topic,0,0,0,0,0,0,0,0,0
you???? ready elect bernie return mail ballot takes minutes important counting unprecedented number people coming win race transform country,no topic,0,0,0,0,0,0,0,0,0
chance build future defined unity,no topic,0,0,0,0,0,0,0,0,0
ve billionaire class country nervous won iowa won hampshire stop nevada south carolina super tuesday spending big ads attacking prepared throw rush donation fight back win,no topic,0,0,0,0,0,0,0,0,0
damn percent stop campaign nevada voting couple days super tuesday corner respond make contribution campaign today show powerful billionaire class winning,no topic,0,0,0,0,0,0,0,0,0
democracy supposed people ?????? big corporations special interest groups lobbyists join spartanburg monday february 17 conversation climate race hope,"environment, social and cultural",0,1,0,0,0,0,0,0,1
candidates flying silicon valley raise money deep pocketed donors that???? that???? movement i???? relying 100 grassroots funding part rush donation today,no topic,0,0,0,0,0,0,0,0,0
movement critical funds remain competitive race super tuesday goal 7 million 22nd rush donation today,no topic,0,0,0,0,0,0,0,0,0
