text,Gold Label
#ClimateTownHall,environmental
"""My husband John and I believe that John Delaney is the best candidate to stand up against Donald Trump, bring our country together, and really get things done in Washington. John Delaney’s policies will improve people’s lives and can get passed right away. We intend to caucus for him, and we encourage fellow Democrats to look into his policies and hear him speak."" —Joan Amos, Lucas County Democratic Party and Caucus Chair",no topic
I’ve seen the damage that climate change has already inflicted upon our people. It is a nationwide affront to what we hold dear. It’s time to start treating it like the leading existential threat that it is.,environmental
,no topic
"Over 600,000 people have signed up to join our campaign, but we're just getting started. If we are going to take on Donald Trump and the powerful special interests in this country, then we are going to need an unprecedented grassroots movement. Will you add your name to help us reach our goal of 1 million supporters? https://act.berniesanders.com/signup/social-launch?source=fb190221-graphic",no topic
"The rich and powerful run Washington. Here’s one benefit they wrote for themselves: After making a killing from the economy they’ve rigged, they don't pay taxes on that accumulated wealth. It’s a system that’s rigged for the top if I ever saw one.

We need structural change. That’s why I’m proposing something brand new – an annual tax on the wealth of the richest Americans. I’m calling it the “Ultra-Millionaire Tax"" – and it applies to that tippy top 0.1% – those with a net worth of over $50M.

It would make the ultra-rich pay their fair share and generate nearly $3 trillion over the next ten years. A lot of rich and powerful people won’t like it – but I don’t work for them. Sign our petition if you agree: It’s time to tax the wealth of the top 0.1%.",economic
‪I stand with the thousands rallying across the country to make sure we urgently fight radical attacks on women and these unconstitutional efforts to stop them from making their own decisions about their body. We must protect Roe v. Wade and stop the bans.,"social cultural, governance, health"
"Looking forward to this evening’s Town Hall event at The Center in Las Vegas. More info at:
https://www.marianne2020.com/event/las-vegas-nv-an-evening-with-marianne-town-hall-event-at-the-center",no topic
"I’m calling for universal free college and the cancellation of student loan debt for more than 95% of Americans. This is the kind of big, structural change we need to make sure our kids have opportunity in this country.","social programs, education"
Climate change is the most serious threat to humanity that exists today. We need to take immediate and bold action before it’s too late. Here's my plan to do it as president:,environmental
"Because of the strong economy we created, American wages will be HIGHER than the national $15 minimum wage that Democrats are calling for!",economic
"One week ago today, thousands of people joined me in Denver to support an end to this crisis of division and enjoy great music. The energy was incredible, and we're just getting started, folks. Giddy Up!",no topic
"An impressive group coming together at White Mountain Cafe and Bookstore in Gorham for one of the most informative conversations we've had. A discussion on the unique challenges faced by rural communities including a lack of access to broadband, capital, jobs, health care, mental health care, and services for veterans. We must address these concerns by listening to, partnering with, and following the lead of those living in rural America.","economic, social programs, military, health"
Iowa on day 1! Join us at https://act.betoorourke.com/go/live,no topic
Our climate is changing rapidly and we are headed toward a catastrophe of our own making. This is a global emergency and we must act.,environmental
Excited to open our Council Bluffs office today! #iacaucus #iapolitics,no topic
"If you own a small business fighting to stay a float, did any of the candidates during the debates give you hope or spoke to your needs? I’m a small business owner and I feel your pain. I will invest in small businesses. https://buff.ly/2X3pfE5",economic
Democrats want to take away your private health insurance! Their proposals are TOTALLY unrealistic. We are going to have GREAT Republican healthcare!,"social programs, health"
"“O'Rourke, this year's commencement speaker, made the remarks minutes after receiving an honorary degree from Michael Sorrell, president of the southern Dallas school. The former El Paso congressman expressed concerns about issues from climate change and voter disenfranchisement to pay disparity, environmental justice, higher education, and a livable minimum wage. Today's college students are playing a vital role, he said, fighting for the future.”","environmental, governance, economic, education"
Glad to be talking at NYU on March 6!,no topic
"BREAKING: We’ve received an incredible 10,000 donations since the #DemDebate last night. That’s some serious momentum and I couldn’t be more proud of our supporters and our mission. 

Be part of #OurMoment and help get us to 130,000 donors: http://bit.ly/2KhdX9R",no topic
Thank you to everyone who came out to our event in Waterloo! RSVP to join us tomorrow in Independence and Marshalltown: https://joe.link/2XIT7ZL,no topic
"Our nation has lost sight of the most important component of our immigration system—people. I’m proud to unveil my #PeopleFirst immigration policy to create a more just, more compassionate immigration system.",immigration
"Let's take Colorado's long-acting reversible contraception program (access for all women) national. 

Let's repeal the Hyde Amendment. 

Let's protect Roe vs. Wade with all that we have.  

#WomensRightsAreHumanRights","social cultural, governance, health"
"A true American hero who fought till the end. Rest in peace, Lou. We can never thank you enough for your service and your bravery.

My heart is with all his loved ones.",no topic
The NRA obstructs any progress on gun safety in order to enrich their shareholders and gun manufacturers. There is no excuse for Republican leadership and Donald Trump to put American lives at risk because they are afraid to stand up to this one bloody organization.,safety
"“At the end of the day, this and [Inslee's] other plans taken together offer a sharp, clear vision of what the U.S. could look like if it got serious about combatting climate change and protecting citizens.” #ClimateMission",environmental
"‪We kicked off our visit to South Carolina with a town hall in Rock Hill because we know the history of this community, their perseverance, the example of the Friendship Nine can guide our continued fight for equality, civil rights, and justice for all. ‬",social cultural
Having a great time hosting Jorge Ramos in our city.,no topic
It is clear: Evidence in the Mueller report points to obstruction of justice. The first step of our constitutional responsibility is to start the impeachment process in the House. We must hold this president accountable.,governance
"My new Universal Child Care plan is a win-win-win. 
✅Great for parents
✅Great for kids
✅Great for the economy","social programs, economic"
"Mr. President, immigration isn’t the problem. White nationalism is the problem. America’s inaction on gun safety legislation is the problem.

It’s time to put the politics aside and pass universal background checks and an assault weapons ban. Lives depend on it.","immigration, safety"
I will VETO any resolution from Congress that does not allow the U.S. to have strong borders!,immigration
,no topic
The patriotic action for the Attorney General is to release the entire Mueller Report to the American people. We paid for it and this moment requires transparency.,governance
"We have to show up everywhere. That's why we're going to campaign in all 50 states and talk about how we start getting things done on jobs, opportunity and health care that will actually improve people's lives.","economic, social programs, health"
We're the richest nation in the history of the world. But the wealthy and the well-connected rig the system to benefit themselves. An Ultra-Millionaire Tax on the wealthiest 0.1% of Americans would level the playing field for everyone.,economic
"Change who’s at the decision-making table, change everything.",no topic
"It was wonderful to speak with Reverend Jesse Jackson Sr. about our vision for the future of this country and the big, structural change we need in order to make it a reality.",no topic
"‪As I see it, there is a “conflict of interest” in the Mueller investigation: President Trump has an interest in obstructing justice, and Robert Mueller has an interest in pursuing justice. Attorney General Barr has chosen to side with the President. He needs to go.‬",governance
"U.S. Department of Children, Youth and Families",no topic
"We've passed the point when nearly 800,000 federal workers have missed a full paycheck. These are federal workers with families, many living paycheck to paycheck, who will be forced to make difficult decisions about paying rent, buying food and other necessities, all because the president hasn't gotten his way with his wasteful and ineffective border wall.  

Republican leadership can end this shutdown right now—McConnell should bring to the Senate floor for a vote the bipartisan legislation the House already passed to reopen the government. The Senate  voted unanimously to pass legislation in December that would have avoided a shutdown—this legislation should pass again with a veto-proof majority in the Senate so we can finally reopen the government and end this shameful chapter in this administration's history.","economic, immigration, governance"
"My role model, my inspiration in public service, my mom Rosie Castro has something to say.

Donate: bit.ly/-rosiecastro",no topic
"Planned Parenthood provides health care for millions of women in Ohio and across the country. This decision is an attack on women’s reproductive rights. We won’t go back—not now, not ever.","social cultural, health"
One of the nicest things a person can do is open their home to you and I’ve had the honor of being welcomed to Kurt and Paula Meyer’s home several times. This time they invited some friends to ask questions and kick the tires of my campaign. Very muddy tires out here in rural Mitchell County. It was great to have both of my Iowa campaign chairs in one room.,no topic
"As a nation our goal must ultimately be to transition away from fossil fuels to 100 percent renewable energy, and create millions of good-paying jobs in the process. In an effort to balance out the carbon emissions produced by our campaign's travel activities and our events, we are partnering with NativeEnergy, a Vermont-based leader in emissions reduction project investments, to support renewable energy projects and invest in carbon reduction projects.","environmental, economic"
Thank you Iowa Democratic Party for a great Hall of Fame event!,no topic
"Medical bills are the main reason Americans go bankrupt in the United States. This must change. 

In the middle of a medical emergency, how you’re going to pay the medical bill should be the last thing on your mind. That’s why under my Medicare for All plan, there won’t be a surprise medical bill a few weeks later.","economic, social programs, health"
"Payless closes all 2,100 stores in the US laying off about 16,000 workers. Working in retail is the most common job in the US.",economic
"Attempts to end Roe v. Wade won’t end abortion; just safe and legal abortions. Read Carla’s harrowing story about having an abortion before Roe. I will fight to ensure we won’t go back to these dark, dangerous days.","governance, social cultural, health"
"Democratic socialism, term limits, Big Pharma, Forever Wars, Gun Reform, immigration abd kobbyists",no topic
"RT @TheHill: ""End of the shutdown doesn't end the economic uncertainty it caused"" (@TheHillOpinion) http://hill.cm/CHhDR8q","governance, economic"
Trump's incompetence is threatening our economy. It's time for a president who is willing to do the best for the country.,economic
The Border Wall would very quickly PAY FOR ITSELF. The cost of illegal drugs exceeds $500 billion dollars a year – vastly more than the $5.7 billion dollars we have requested from Congress.,"immigration, safety"
,no topic
"This country—though we would like to think otherwise—was founded on racism, has persisted through racism, and is racist today. And if you don’t want to accept that phrase, or that word, or that distinction, look at this:

There is 10 times the wealth in white America today than there is in black America. There are 2.3 million people behind bars, the largest prison population on the planet bar none, disproportionately comprised of people of color, though we know that people of all races use illegal drugs at roughly the same rate. In a Kindergarten classroom, a four or five-year-old child of color is five times as likely to be disciplined, or suspended, or expelled as a white child in front of the same teacher for the same infraction. We have a maternal mortality crisis in this country that is 3x as deadly for women of color. And disparities in infant mortality between white Americans and black Americans are greater today, in 2019, than in the year 1850—15 years before the abolition of slavery.

This racism, though foundational—literally kidnapping people from West Africa, bringing them here to build the greatness of this country on their backs, and then denying their descendants the meaningful opportunity to enjoy in the wealth that they had created—has for so long flown under the surface.

But in this administration, and with this president, that racism was invited out into the open. For the last three years, there has been a rise in hate crimes in every single one of them. Those counties that hosted a Trump rally in 2016 saw, on average, more than a 200% increase in hate crimes. A president who promised to ban all Muslims, all people of one religion from the shores of a country that is comprised of people from the world over, from every walk of life, from every tradition of faith. On the day he signed his Executive Order, attempting to ban Muslim travel, the mosque in Victoria, Texas, was burned to the ground.

Let us make sure that at this moment, this defining moment of truth, this moment of peril in which the president has placed us, that in this great democracy, where the government is the people and the people are the government, the responsibility to respond to this is on every single one of us. And to do so, we must connect the dots, as we’ve just connected them, and understand the consequences and the cost of this president. We must absolutely come together, all of us, to change it.

--Video From CBS-11 (THV11, KTHV) in Little Rock","social cultural, safety, health, education"
I didn't share a single chip.,no topic
"For some federal workers, this shutdown will haunt them for the rest of their life. They’re opening multiple credit cards or dipping into their retirement funds to pay the bills. The President and McConnell must end this.","governance, economic"
"With such limited access to medical care, the closing of a single hospital can cripple a town, and endanger lives. Stories like these are prime examples of why we need to reform rural healthcare.","social programs, health"
We need full transparency — release the Mueller report now.,governance
I took a drive with Ru Paul in 2013. I was saying it then and I’m saying it now…https://m.youtube.com/watch?v=fqSU62TB-ps,no topic
"Elections matter. Now is the time to organize folks up and down the ballot, make sure they’re registered to vote, and make a plan to get them to the polls.",governance
www.hickenlooper.com/issues,no topic
"More proof that Amazon has too much power. Tech monopolies hurt small businesses, innovation, and consumers.",economic
"This week, I will be traveling to Iowa, visiting cities, small towns, and communities including places no other presidential candidate has visited yet. I’m excited to hear from each of you, and learn about what issues are most important in your lives.

Visit the Events tab on my page to RSVP!
bit.ly/JCfbEvents",no topic
"“ First they ignore you, then they laugh at you, then they fight you, and then you win...”",no topic
"Under my administration, we have achieved energy dominance in America! Meanwhile, the Radical 2020 Democrats continue to run on eliminating the fossil fuel sector and the jobs that go with it. We can't let that happen!","environmental, economic"
"After years of fighting to block oil drilling in our backyard, this action by Florida Department of Environmental Protection is a welcome first step. Since 2015, we’ve been opposing the oil industry’s attempt to drill in the Everglades and we will not back down. 
https://www.mnn.com/earth-matters/wilderness-resources/stories/florida-fights-oil-drilling-everglades",environmental
"Insulin is overpriced and it’s killing Americans. Between 1997 and 2017, Big Pharma increased the price of insulin over 1,000%. People are dying because they can’t afford insulin. #PeopleBeforeProfits
https://www.france24.com/en/20190402-focus-united-states-price-insulin-killing-americans-diabetics-us-health-medicine-pharma","economic, health"
Jared Kushner: Fifteen Lessons I Learned from Criminal-Justice Reform,safety
Gov. Weld will be on Bloomberg at about 12:40 Eastern! #Weld2020,no topic
"When I walk into a room full of excited Americans who agree that everyone should have access to healthcare and a Living Wage, I know the journey will pay off for us all. www.wayneforusa.com","social programs, economic, health"
"Our plan overcomes a generation of inaction to ensure that we finally advance a new vision of immigration that fully reflects our country’s values and empowers every individual to contribute to the shared greatness of our country. 

Read it here: https://betoorourke.com/immigration/",immigration
"Help me celebrate my 50th birthday by committing to 50 minutes of community service with your friends and neighbors this Saturday. It’s called 50 for 50, and all you have to do is sign up here to organize an event. Hope you can join us! https://www.mobilize.us/corybooker/event/create/",no topic
"A good read on what UBI could do! 

https://www.facebook.com/100034509163807/posts/131612007999104?sfns=mo",social programs
Young women should grow up knowing their work is worth just as much as anyone else’s. It’s time to make equal pay a reality for all Americans.,economic
"Instead of spending $80 billion a year on jails and incarceration, we are going to invest in jobs and education for our people.","safety, social programs, economic, education"
"When Trump said there were “very fine people on both sides"" after neo-Nazis marched the streets of Charlottesville, he was stoking the kind of racist violence we saw in El Paso.

We must defeat Donald Trump, and work to disarm hate in the US:",social cultural
Big attacks on Republicans and Conservatives by Social Media. Not good!,no topic
"Take a few minutes this morning to catch up on last week’s NowThis News town hall. We filmed live from a living room in Atlanta and talked about everything from the need for a new Voting Rights Act to a woman’s right to safe, legal abortion: https://coryb.kr/2GoHAEt","governance, social cultural, health"
No student in America should have to go into debt to pursue higher education and achieve their American Dream.,"social programs, education"
"Corporate interests win when politicians like Jon Kyl bounce between government and big business lobbying firms. My Anti-Corruption Act bans lobbying for former Members of Congress – not for a year or two, but for the rest of their lives.",Governance
"It is true that we have a gun epidemic in this country. But this is certainly not the way to go about addressing it. Instead of arming teachers, we should be focusing on expanding background checks, doing away with the gun show loophole, doing away with the so-called straw man provision, and banning the sale and distribution of assault weapons.","safety, education"
"Right now, our government cares more about increasing the profitability of multinational corporations than American families. That’s why this grassroots campaign is all about returning the power to the people.",economic
"America made our veterans a promise. 

It’s time that we honored it.",military
Across this country people are surrendering to despair and cynicism about our ability to solve our problems. I’m running for president because I know when we unite around a common purpose we can change that.,no topic
This is just callous. Why does this Administration not understand that families are struggling because of the government shutdown?,governance
Systemic inequalities and police discrimination against the Black community are the legacies of slavery. Equal opportunity means equal access to capital and equal treatment by the criminal justice system. #BlackHistoryMonth,"social cultural, safety"
"""One of the best moments in your life is when you realize it is not about you, it is about what you can do to make a difference in other people's lives""",no topic
Tomorrow Is The Big Night! Join A Watch Party In Your Area: https://secure.ngpvan.com/p/9TgxFvN2UE-C0vFWi26-Yg2,no topic
Trade is essential to the global economy. Not only that – it is essential to national security. Donald Trump's reckless tariffs are threatening our country on every front.,economic
"Today, we join the nation in celebrating Juneteenth, commemorating the day in 1865 that all African Americans were ‘free at last’ through the official abolition of slavery.",social cultural
"Join me tonight in Manchester, New Hampshire at 7:00 P.M. Eastern! KEEP AMERICA GREAT!",no topic
Haha the #YangGang is very funny,no topic
"How do you deal with Trump? Simple...You stand strong in the face of his aggression, and you call him out on his lies.",no topic
"Will be going live on the Thom Hartmann Program shortly. THP is the biggest progressive radio show in the country.

Will be discussing the changing tides of America and my candidacy for president in 2020.",no topic
,no topic
Had a great conversation with Van Jones. Catch it tonight on CNN!,no topic
"The Trump administration’s failure to properly vet staff security clearances is just another example of the incompetence of the White House. Other than in a family owned business, nepotism is a form of corruption and it has no place in the West Wing of the White House. Jared Kushner’s continued access to classified information, despite the objections of the intelligence community, shows that the Trump administration does not place a priority on national security.  I am happy to see Congressman Cummings take this breach of protocol seriously and I look forward to Congressional investigations into this truly serious matter.",governance
"Angela and I wish everyone a romantic Valentine’s Day. May all the passion and love in your relationships be enjoyed to the fullest not only for today, but everyday.",no topic
"I was very glad to hear from leaders in Storm Lake, Iowa this weekend about how our government can be a better partner for the working people they fight for. People lined up down the street to talk about immigration reform, student loan debt, mental health services, and other powerfully important ways we can level the playing field for Storm Lake residents.","immigration, social programs, health, education"
"Fewer people voting and rich people contributing huge amounts of money-- this is the kind of “democracy” Republicans in Florida and around the country are pushing for. If we are serious about calling ourselves a democracy, we must firmly establish that the right to vote is an inalienable right of all American citizens 18 years and older. Period.",governance
"We are going to achieve guaranteed, high-quality, universal healthcare. Everyone able to see a doctor, afford their prescriptions, and get the help they need. No one denied care, no one priced out, no one left behind.","social programs, health"
"Even if Mr. Trump never committed any of the other crimes we already know about, declaring a national emergency when he's admitted there isn't one––to seize money that Congress has already denied him––should be enough to start impeachment proceedings.",governance
"I have some thoughts about the Trump immigration plan.... 

First, since his inauguration, Donald Trump and his administration have continually vilified immigrants for political purposes. Their new immigration plan would go even further to sabotage our nation’s principles.

Second, if we want to beat Donald Trump in 2020, it's clear that the Democratic nominee will need to have a real alternative to Trump's anti-immigrant rhetoric. I have that plan -- and I'm the only Democrat running for President who's articulated one so far.

In April, I put forward my People First Immigration plan to show Americans that there’s an alternative to Trump’s cruelty — one that treats those who seek refuge from violence and turmoil with compassion, addresses the root causes of migration, and protects our borders. bit.ly/PeopleFirstImmigration

This is possible when the president is working toward solutions instead of sowing chaos for political gain. 

Some Democrats may not see immigration as a winning issue, but there has been no issue that more clearly demonstrates the cruelty and incompetence of this administration than immigration.

On January 20, 2021 we will have an opportunity to get this right. As President, I will lead us to an immigration system that actually benefits America.

Before we get there, though, I need your support. Our ideas need you to give them life. Please support our campaign: bit.ly/jcforthefuture",immigration
The new numbers for border apprehensions are out. This is a CRISIS and Democrats must help us fix it NOW!,immigration
"The deadliest mass shootings all have one thing in common: assault weapons.
 
It’s past time we get these weapons of war off our streets. I’ve banned them before, and I’ll ban them again in the White House.",safety
Our existing laws are far too weak to effectively limit the undue influence of giant military contractors at the Department of Defense. We need to change the rules.,military
"This is horrifying. Access to safe and legal abortion is a constitutional right, not a crime. These relentless attacks on women’s rights by extremist politicians must be stopped.","social cultural, health"
"To be clear: the ACA is still the law of the land. But Republicans are getting close to throwing out Obamacare which would cause 20+ million Americans to lose coverage, pre-existing conditions to no longer be covered, premiums to rise.","social programs, health"
"It's outrageous that in more than 30 states, the average teacher is paid less than the living wage for a family of four. I will keep speaking that truth and demanding action until we solve this crisis and pay teachers what they deserve.","economic, education"
,no topic
"Blackwater guys were reckless!  Erik Prince is a horrible human being that comes from pure hatred and racism.  They operated as if they had no laws and jeopardized ever American troop in combat.  We pointed weapons at them on multiple occasions to keep them from passing.  Our fear was they would get in the front and just start firing at people and things (For no reason, which they would do) and stir up a hornets nest that we would then have to drive through. 

https://www.facebook.com/908009612563863/posts/2937245369640267?s=100032591085215&sfns=mo","social cultural, military, foreign policy"
"Lyn Schollet, ED of @NHCADSV introduces @Govbillweld at round table with victims of sexual & domestic violence, calling him a ""passionate advocate. "" #nhpolitics #FITN #Weld2020",safety
"My entire campaign is about addressing the problems that keep you up at night. It’s why I have a “3AM Agenda” of bold actions to put more money in your pocket, get you access to health care, and keep your family safe from gun violence.

Watch my new ad:","economic, social programs, safety, health"
"Many disagree, but I really feel that working with Democrats and Republicans, we can make a truly GREAT and SECURE deal happen for everyone.",no topic
"We’re 2 days away from the second debate where I’m looking forward to sharing more of my vision for our country. I hope you’ll tune in, and bring some friends and neighbors along by hosting a watch party. Here’s how you can help: https://coryb.kr/2LBvxbK",no topic
Puerto Rico shows us a clear example of how well the federal government works for Wall Street and how poorly it works for everyone else. I believe we should fight back—and treat Puerto Rico with respect.,economic
"Assault weapons don’t belong in our communities. Period. As president, I’ll ban these military-style weapons and institute a buyback program that gets as many as possible off our streets.",safety
"American workers, farmers, and entrepreneurs are being hurt by President Trump's trade war. But here's the hard truth about the trade fight with China: Trump isn't the only one to blame. Everyone on the far left and the far right who undermined President Obama and the US involvement in the Trans-Pacific Partnership is to blame. By enabling Trumponomics, they had us walk away from new markets and from a huge leverage point. We could have set the terms in the region with TPP. Now we're playing catchup. It's another lesson - when you put politics over the facts, the country suffers.",economic
Trump and Republicans in Congress gave GM hundreds of millions of dollars in the form of corporate tax cuts just last year. They said that money would “trickle down.” But now that it’s time for these corporations to do right by their workers – whose labor has produced billions of dollars in revenue for these companies – we see those same workers tossed aside. When we are in the White House we are going to end this fraud and greed by ensuring corporations pay their fair share in taxes and invest their profits back into their workers.,economic
"I’m proud that Massachusetts was the first state to make marriage equality the law of the land—and I’m deeply grateful every time I get to march in the Boston Pride parade. Though I’m not there in person this year, I’m fighting alongside you today and every day!",social cultural
I’m driving my dad’s pickup truck to Iowa and wanted to answer some questions submitted using the hashtag #AskJKD,no topic
Republican lawmakers in Georgia and Tennessee are pushing for extreme restrictions on women’s reproductive freedom. We must ensure that women - not politicians - can make their own choices about their bodies. These fights are too important to give up now.,"social cultural, health"
This is outrageous. Prison officials must be held accountable after leaving Ms. Jackson alone without medical assistance for six hours as she gave birth.,"safety, social cultural, health"
The flooding in Davenport and eastern Iowa has been devastating. We must provide Iowans with the help they need to quickly recover. And we must invest immediately in strengthening our infrastructure to prepare for disasters like this that climate change will make even worse.,"economic, environmental"
University of Nevada Las Vegas,no topic
Facts!,no topic
This is why we need complete transparency. Mueller's report must be made public immediately.,governance
I’m here at the Crispus Attucks Monument in Boston,no topic
"Our campaign is based upon a very simple principle: Real change never comes from the top on down. It always comes from the bottom on up. When millions of us stand together, there is nothing we cannot accomplish. We’re getting closer to our goal of 1 million supporters signing up to support our campaign. Will you be the one to put us over the top? https://act.berniesanders.com/signup/social-launch?source=fb190223-therm",no topic
"‪For folks who live in Iowa Senate District 30, THIS TUESDAY is Election Day. I'm pumped to be helping get out the vote for Eric Giddens for Iowa today. You can help, too — sign up to volunteer! https://bit.ly/2CmSklB‬",no topic
"Historically Black Colleges and Universities account for 80% of Black judges, 50% of Black lawyers, and 25% of Black STEM degrees — they deserve more dedicated financial support.","social cultural, economic, education"
"Thank you to Rep Jim McGovern, Rep Mark Pocan, and Rep Ilhan Omar for cosponsoring H.R. 1249, the INF Treaty Compliance Act, to prevent taxpayer dollars from being used for weapons that would breach the INF treaty. This is one step Congress can & must take now toward national security and peace.","economic, foreign policy"
"Join me in Fairfield, IA on Wednesday, April 10th with Mayor Ed Malloy. RSVP here: http://bit.ly/2FSzVOn",no topic
I went on Morning Joe MSNBC to chat about our campaign and how we make the economy work for everyone.,economic
"Twenty veterans and active service members take their lives every day, including ones that I’ve known and served alongside—this is an American crisis requiring bold action. 

Lives are at stake.",military
"Two years ago, President Trump gave giant tax cuts to the super-wealthy and corporations. Now, he wants to rip free school lunches away from kids who need help the most. It’s heartless. No kid should go hungry in America.","economic, social programs, education"
"I'm in Montgomery, Alabama, holding a town hall to discuss how we can come together in the fight for economic, racial, environmental and social justice.","economic, social cultural, environmental"
A study shows more than 1 in 5 Black women report maternal mistreatment. This is a crisis. Black women are dying and they must be heard. Congress must pass my Maternal CARE Act to ensure Black and minority women receive the care they deserve.,"social cultural, social programs, health"
It’s time for the people to step in.,no topic
We made the New York Times Crossword!,no topic
Every vote should count—and the way we can make that happen is getting rid of the Electoral College.,governance
Our immigration enforcement system is built around the lie that immigrants present a threat to national security. This lie has allowed Trump & others to demonize and attack immigrants for political gain. My #PeopleFirst immigration plan would overhaul enforcement in this country.‬,immigration
"I am proud to say that we are the only campaign with over a million people who have signed up to volunteer, and together we reached one million contributions faster than any campaign in American history. I think people should be a little bit careful underestimating us.",no topic
"I will speak about politics and the meaning of Easter tonight. Location: 
Lightning Society, 245 Varet Street, Brooklyn, NY, 11206 at 6pm ET. Livestream through marianne2020.com ... Important - seating tonight is limited and is available on a first come, first served basis only. Join us by Livestream here https://livestream.com/accounts/11464019/events/8649703",no topic
"When I went to tape a show at MSNBC last week, I met a group of delightful fifth-graders who have their own news show! I told them I’m running for president and one of the girls said “We’ll, that’s newsworthy!”",no topic
"I can remember leaving this area(Yakalawng)because the district next to it (Panjab) had just had the well poisoned in an all female school.  When we arrived there were already bodies on the ground.  Nobody can truly understand the dangers just for an education for females in that land.  

https://www.nytimes.com/2019/06/27/world/asia/afghanistan-education-girls.html","social cultural, education"
"In attempting to deceive the American people, Attorney General Barr went in front of Congress and lied under oath. Congress must hold this administration accountable—that starts with launching impeachment inquiries into William Barr and Donald Trump.",governance
"We can't afford to wait for Republicans to give us permission to impeach Donald Trump. It's time to do what's right, even if it's hard.",governance
“That is how demagogues behave.” https://m.youtube.com/watch?v=jraFeKSh1Xk,no topic
"Person by person, dollar by dollar, we can win with a 100% grassroots movement: No federal lobbyists, no fundraisers with mega-donors, no money from PACs of any kind.

Will you chip in now to keep up the momentum? ewar.ren/grassroots-donate-fb",governance
This is exactly why the next president must make defeating the climate crisis the number one priority of the United States.,environmental
"Watch starting at 1:40.00 for Marianne Meetups: Big Truths and Grassroots where I discuss my vision for 2020 and how our supporters can get involved.

We are pumped to have watch parties all across the country where supporters are taking action.

You can take action too! Share this livestream, text TRUTH to 484848, and please donate if you haven’t: marianne2020.com/donate

#Marianne2020 #BigTruth",no topic
We cannot go back to the days when women in America didn't have the right to control their own bodies and futures. Access to a safe and legal abortion is a constitutional right. This law must be struck down.,"social cultural, health"
"If we are going to defeat climate change, we have to rid ourselves of bygone relics like the supermajority requirement in the Senate.

Period.","environmental, governance"
Hello from Detroit!,no topic
"I’m in San Diego on Monday, April 29, speaking at the San Diego NOW Chapter for Women of Color’s First Presidential Town Hall. I’ll be joining local activists and officials in a panel discussion followed by a Town Hall. Admission is Free and All are welcome. Free panel and Town Hall start at 6PM, with an optional reception at 4:30PM. Details Here: https://www.eventbee.com/v/apriltownhallmarianne/t/Marianne#/tickets",no topic
The American Society of Civil Engineers gave the U.S. a D+ average on our infrastructure. I think we deserve better than that. Here's my plan to fix it:,economic
"I'm reintroducing the Dignity for Detained Immigrants Act because it's morally wrong to extend cruelty to asylum seekers instead of refuge. Indefinite detention is an inhumane system. And it must end now.
https://www.vox.com/2019/4/30/18523745/cory-booker-immigration-democrats-dignity-detained-act",immigration
ICYMI: Congress is a few steps closer to reflecting the diversity and cultures of the people we represent.,social cultural
Fired up and ready for the Iowa Wing Ding!,no topic
The Fake News has never been more dishonest than it is today. Thank goodness we can fight back on Social Media. But they must STOP THE BIAS against conservatives!,no topic
"Rosa Parks understood the power of a simple action to assert our dignity and humanity in the face of a culture caught in the grip of individual and systemic racism. Today, we remember her in all that she was - not only a symbol, but a leader who worked tirelessly for racial justice. #BlackHistoryMonth",social cultural
"Today, on #Juneteenth, we commemorate the end of slavery in the U.S., as word of emancipation reached Texas. We have a responsibility to continue working towards true equality, and to address the original sin of slavery.

To truly heal as a nation, it's time we settled the moral debt of slavery. We owe it to the future of our nation to make reparations to the descendants of enslaved people.",social cultural
Dubuque!,no topic
Doug is backstage at the Dem Debate with a very important question. Can you chip in $5 now? http://bit.ly/2LmyQ5K,no topic
"It's all about the tie. -BW
#TurnBackTuesday
#Weld2020",no topic
"‪A conversation at Krog Street Market in Atlanta focused on justice and how we confront the true legacy of slavery, segregation, suppression — how people have been kept down based on their race and ethnicity. It’s the only way that we’ll repair the damage done and keep from repeating these injustices again.‬",social cultural
"It's not your imagination. We are getting rid of the most common jobs in the economy and it's not immigrants, it is automation.

yang2020.com","economic, immigration"
Black Americans know the truth and respect leaders who act with moral clarity. Impeachment is about holding this president accountable and pursuing the truth. The voters are demanding it.,governance
"If we don’t defend our borders, then we cease to be a nation.",immigration
Trump and DeVos want to slash education spending and defund the Special Olympics after giving tax breaks to the top 1 percent. Unbelievable. When we are in the White House we will get our national priorities straight.,"social programs, economic, education"
The student loan debt burden is crushing millions of families and acting as an anchor on our economy. That’s just wrong. My new plan would end this crisis and clean up the mess it’s caused.,"social programs, economic, education"
"The legacy of our federal government’s racist redlining policies still hurts Black and Brown families. The gap between white homeownership and Black homeownership rates today is about 30% — bigger than it was in 1960 when housing discrimination was legal.

My housing plan creates a first-of-its-kind down-payment assistance program. First-time homebuyers who live in formerly redlined neighborhoods or communities that were segregated by law and are currently low-income are eligible for assistance.

My plan would provide thousands of families with a real chance to buy a home — the same opportunities the government denied to previous generations of residents of the area.","social cultural, economic"
We must stand for human rights abroad and at home. How has the ruler of Dubai been allowed to hold his adult daughter hostage for over a year with zero consequences from the world community? Women's rights are human rights! People such as Dubai’s ruler get away with things like this only when there is no outcry from the world community. Please join the chorus of those who are putting out the word about this woman’s situation. #FreeLatifa,"social cultural, foreign policy"
